State,civ-non-instit-pop,civ-lab-force-num,Civilian labor force Percent of population,civ-lab-force-emp-num,Civilian labor force Employment Percent of population,civ-lab-force-unemp-num,civ-lab-force-unemp-rate,year,Gender,Race,Age
District of Columbia,13.0,10.0,82.1,10.0,79.0,( 2 ),3.8,2000,Total,Hispanic,Total
District of Columbia,12.0,9.0,75.6,9.0,73.0,( 2 ),3.5,2000,Total,Hispanic,Total
District of Columbia,24.0,8.0,33.3,5.0,22.3,3,33.1,2000,Total,Total,16-19
District of Columbia,45.0,33.0,73.0,30.0,65.7,3,10,2000,Total,Total,20-24
District of Columbia,84.0,73.0,87.0,70.0,82.9,3,4.7,2000,Total,Total,25-34
District of Columbia,78.0,68.0,86.9,65.0,82.9,3,4.6,2000,Total,Total,35-44
District of Columbia,69.0,58.0,83.3,55.0,79.7,2,4.3,2000,Total,Total,45-54
District of Columbia,46.0,29.0,63.6,28.0,61.9,1,2.6,2000,Total,Total,55-64
District of Columbia,66.0,10.0,14.7,9.0,14.3,( 2 ),3.1,2000,Total,Total,Total
District of Columbia,21.0,15.0,73.0,14.0,65.8,2,9.8,2000,Men,Total,20-24
District of Columbia,40.0,35.0,88.0,34.0,83.8,2,4.7,2000,Men,Total,25-34
District of Columbia,37.0,33.0,89.7,32.0,86.6,1,3.5,2000,Men,Total,35-44
District of Columbia,32.0,27.0,85.0,26.0,80.4,1,5.4,2000,Men,Total,45-54
District of Columbia,21.0,15.0,70.7,14.0,68.4,( 2 ),3.2,2000,Men,Total,55-64
District of Columbia,24.0,18.0,73.1,16.0,65.7,2,10.1,2000,Women,Total,20-24
District of Columbia,44.0,38.0,86.1,36.0,82.0,2,4.8,2000,Women,Total,25-34
District of Columbia,41.0,35.0,84.3,33.0,79.7,2,5.5,2000,Women,Total,35-44
District of Columbia,37.0,31.0,81.8,30.0,79.0,1,3.4,2000,Women,Total,45-54
District of Columbia,25.0,14.0,57.6,14.0,56.5,( 2 ),2,2000,Women,Total,55-64
District of Columbia,20.0,15.0,76.2,15.0,73.8,( 2 ),3.1,2000,Total,White,20-24
District of Columbia,37.0,34.0,90.5,33.0,88.2,1,2.5,2000,Total,White,25-34
District of Columbia,25.0,23.0,92.9,23.0,91.4,( 2 ),1.6,2000,Total,White,35-44
District of Columbia,23.0,20.0,88.7,20.0,86.3,1,2.7,2000,Total,White,45-54
District of Columbia,17.0,13.0,78.1,13.0,77.3,( 2 ),0.9,2000,Total,White,55-64
District of Columbia,19.0,6.0,31.3,4.0,19.2,2,38.7,2000,Total,Black,16-19
District of Columbia,23.0,17.0,70.5,14.0,58.8,3,16.6,2000,Total,Black,20-24
District of Columbia,43.0,36.0,83.9,34.0,78.2,2,6.9,2000,Total,Black,25-34
District of Columbia,51.0,42.0,83.8,40.0,78.5,3,6.4,2000,Total,Black,35-44
District of Columbia,45.0,37.0,80.6,35.0,76.3,2,5.4,2000,Total,Black,45-54
District of Columbia,29.0,16.0,54.3,15.0,52.1,1,4.1,2000,Total,Black,55-64
District of Columbia,7.0,6.0,82.3,5.0,76.9,( 2 ),( 2 ),2000,Total,Hispanic,25-34
Florida,11960.0,7490.0,62.6,7221.0,60.4,269,3.6,2000,Total,Total,Total
Florida,5750.0,4029.0,70.1,3897.0,67.8,132,3.3,2000,Men,Total,Total
Florida,6210.0,3461.0,55.7,3324.0,53.5,137,4,2000,Women,Total,Total
Florida,10159.0,6239.0,61.4,6045.0,59.5,194,3.1,2000,Total,White,Total
Florida,4944.0,3437.0,69.5,3343.0,67.6,94,2.7,2000,Total,White,Total
Florida,5215.0,2802.0,53.7,2702.0,51.8,100,3.6,2000,Total,White,Total
Florida,1537.0,1067.0,69.4,1001.0,65.1,67,6.3,2000,Total,Black,Total
Florida,683.0,495.0,72.5,463.0,67.8,32,6.4,2000,Total,Black,Total
Florida,854.0,572.0,67.0,538.0,62.9,35,6.1,2000,Total,Black,Total
Florida,2122.0,1388.0,65.4,1322.0,62.3,66,4.8,2000,Total,Hispanic,Total
Florida,1049.0,807.0,76.9,773.0,73.6,35,4.3,2000,Total,Hispanic,Total
Florida,1072.0,581.0,54.2,549.0,51.2,32,5.5,2000,Total,Hispanic,Total
Florida,833.0,414.0,49.7,360.0,43.3,54,12.9,2000,Total,Total,16-19
Florida,918.0,732.0,79.7,680.0,74.1,51,7,2000,Total,Total,20-24
Florida,1917.0,1626.0,84.8,1575.0,82.1,51,3.1,2000,Total,Total,25-34
Florida,2456.0,2084.0,84.9,2032.0,82.8,52,2.5,2000,Total,Total,35-44
Florida,2055.0,1631.0,79.4,1601.0,77.9,30,1.8,2000,Total,Total,45-54
Florida,1344.0,754.0,56.1,732.0,54.4,22,2.9,2000,Total,Total,55-64
Florida,2437.0,251.0,10.3,242.0,9.9,10,3.8,2000,Total,Total,Total
Florida,408.0,214.0,52.5,185.0,45.4,29,13.5,2000,Men,Total,16-19
Florida,485.0,408.0,84.2,381.0,78.7,27,6.6,2000,Men,Total,20-24
Florida,907.0,856.0,94.4,836.0,92.2,20,2.3,2000,Men,Total,25-34
Florida,1228.0,1139.0,92.8,1115.0,90.8,24,2.1,2000,Men,Total,35-44
Florida,989.0,849.0,85.8,835.0,84.3,14,1.6,2000,Men,Total,45-54
Florida,651.0,416.0,63.9,404.0,62.0,12,2.9,2000,Men,Total,55-64
Florida,1083.0,147.0,13.6,141.0,13.0,6,4.1,2000,Men,Total,Total
Florida,425.0,200.0,47.0,175.0,41.2,25,12.3,2000,Women,Total,16-19
Florida,434.0,323.0,74.5,299.0,68.9,25,7.6,2000,Women,Total,20-24
Florida,1011.0,769.0,76.1,739.0,73.1,31,4,2000,Women,Total,25-34
Florida,1228.0,945.0,77.0,917.0,74.7,28,3,2000,Women,Total,35-44
Florida,1065.0,782.0,73.4,766.0,71.9,16,2,2000,Women,Total,45-54
Florida,694.0,338.0,48.7,328.0,47.3,10,2.8,2000,Women,Total,55-64
Florida,1354.0,104.0,7.7,101.0,7.4,4,3.5,2000,Women,Total,Total
Florida,671.0,347.0,51.7,311.0,46.3,36,10.4,2000,Total,White,16-19
Florida,688.0,564.0,82.0,530.0,77.1,34,6,2000,Total,White,20-24
Florida,1536.0,1295.0,84.3,1262.0,82.1,33,2.6,2000,Total,White,25-34
Florida,2054.0,1749.0,85.1,1709.0,83.2,40,2.3,2000,Total,White,35-44
Florida,1750.0,1391.0,79.5,1368.0,78.1,23,1.7,2000,Total,White,45-54
Florida,1183.0,662.0,55.9,642.0,54.3,19,2.9,2000,Total,White,55-64
Florida,2277.0,232.0,10.2,223.0,9.8,8,3.6,2000,Total,White,Total
Florida,147.0,59.0,40.2,43.0,29.3,16,27.1,2000,Total,Black,16-19
Florida,207.0,150.0,72.1,133.0,64.1,16,11,2000,Total,Black,20-24
Florida,319.0,284.0,88.9,269.0,84.3,15,5.2,2000,Total,Black,25-34
Florida,336.0,281.0,83.6,270.0,80.3,11,4,2000,Total,Black,35-44
Florida,258.0,202.0,78.1,196.0,76.0,5,2.7,2000,Total,Black,45-54
Florida,133.0,80.0,60.2,78.0,58.9,2,2.2,2000,Total,Black,55-64
Florida,177.0,80.0,45.3,69.0,39.2,11,13.6,2000,Total,Hispanic,16-19
Florida,184.0,145.0,78.6,133.0,72.1,12,8.2,2000,Total,Hispanic,20-24
Florida,419.0,344.0,82.0,331.0,78.8,13,3.9,2000,Total,Hispanic,25-34
Florida,495.0,417.0,84.3,400.0,80.8,17,4.1,2000,Total,Hispanic,35-44
Florida,311.0,244.0,78.5,240.0,77.2,4,1.7,2000,Total,Hispanic,45-54
Florida,234.0,126.0,53.7,118.0,50.6,7,5.8,2000,Total,Hispanic,55-64
Georgia,5967.0,4173.0,69.9,4019.0,67.4,154,3.7,2000,Total,Total,Total
Georgia,2818.0,2180.0,77.4,2109.0,74.8,71,3.3,2000,Men,Total,Total
Georgia,3149.0,1993.0,63.3,1910.0,60.7,83,4.2,2000,Women,Total,Total
Georgia,3956.0,2766.0,69.9,2698.0,68.2,68,2.5,2000,Total,White,Total
Georgia,1933.0,1521.0,78.7,1486.0,76.8,35,2.3,2000,Total,White,Total
Georgia,2023.0,1245.0,61.6,1212.0,59.9,33,2.6,2000,Total,White,Total
Georgia,1918.0,1334.0,69.6,1249.0,65.1,86,6.4,2000,Total,Black,Total
Georgia,841.0,623.0,74.0,587.0,69.8,36,5.7,2000,Total,Black,Total
Georgia,1076.0,712.0,66.1,662.0,61.5,50,7,2000,Total,Black,Total
Georgia,175.0,131.0,74.8,126.0,72.0,5,3.8,2000,Total,Hispanic,Total
Georgia,464.0,233.0,50.2,210.0,45.3,23,9.7,2000,Total,Total,16-19
Georgia,529.0,405.0,76.6,375.0,70.9,30,7.4,2000,Total,Total,20-24
Georgia,1291.0,1129.0,87.5,1095.0,84.8,34,3,2000,Total,Total,25-34
Georgia,1334.0,1101.0,82.5,1070.0,80.2,30,2.8,2000,Total,Total,35-44
Georgia,1032.0,861.0,83.4,834.0,80.9,26,3,2000,Total,Total,45-54
Georgia,573.0,328.0,57.2,322.0,56.1,6,1.8,2000,Total,Total,55-64
Georgia,744.0,117.0,15.8,112.0,15.1,5,4.4,2000,Total,Total,Total
Georgia,237.0,126.0,52.9,116.0,48.7,10,7.9,2000,Men,Total,16-19
Georgia,257.0,211.0,82.1,196.0,76.2,15,7.3,2000,Men,Total,20-24
Georgia,610.0,583.0,95.6,567.0,93.0,16,2.7,2000,Men,Total,25-34
Georgia,640.0,580.0,90.6,567.0,88.6,13,2.2,2000,Men,Total,35-44
Georgia,502.0,441.0,87.7,430.0,85.6,11,2.5,2000,Men,Total,45-54
Georgia,264.0,171.0,65.0,169.0,63.9,3,1.7,2000,Men,Total,55-64
Georgia,227.0,107.0,47.4,95.0,41.8,13,11.8,2000,Women,Total,16-19
Georgia,272.0,194.0,71.3,179.0,65.9,15,7.5,2000,Women,Total,20-24
Georgia,681.0,546.0,80.2,528.0,77.5,18,3.3,2000,Women,Total,25-34
Georgia,694.0,521.0,75.0,503.0,72.5,18,3.4,2000,Women,Total,35-44
Georgia,530.0,420.0,79.3,405.0,76.4,15,3.6,2000,Women,Total,45-54
Georgia,309.0,156.0,50.6,153.0,49.5,3,2,2000,Women,Total,55-64
Georgia,268.0,148.0,55.3,134.0,50.2,14,9.2,2000,Total,White,16-19
Georgia,328.0,261.0,79.6,250.0,76.3,11,4.1,2000,Total,White,20-24
Georgia,791.0,687.0,86.9,672.0,85.0,15,2.1,2000,Total,White,25-34
Georgia,851.0,707.0,83.1,697.0,82.0,10,1.4,2000,Total,White,35-44
Georgia,733.0,626.0,85.4,613.0,83.5,14,2.2,2000,Total,White,45-54
Georgia,424.0,244.0,57.6,242.0,57.1,2,1,2000,Total,White,55-64
Georgia,562.0,92.0,16.5,89.0,15.9,3,3.4,2000,Total,White,Total
Georgia,188.0,136.0,72.4,117.0,62.2,19,14,2000,Total,Black,20-24
Georgia,470.0,415.0,88.3,395.0,84.1,20,4.7,2000,Total,Black,25-34
Georgia,469.0,381.0,81.4,361.0,77.0,20,5.3,2000,Total,Black,35-44
Georgia,284.0,223.0,78.4,210.0,73.9,13,5.7,2000,Total,Black,45-54
Hawaii,889.0,595.0,67.0,570.0,64.1,26,4.3,2000,Total,Total,Total
Hawaii,426.0,306.0,71.7,291.0,68.2,15,4.9,2000,Men,Total,Total
Hawaii,463.0,290.0,62.6,279.0,60.3,11,3.7,2000,Women,Total,Total
Hawaii,233.0,163.0,70.2,157.0,67.7,6,3.5,2000,Total,White,Total
Hawaii,119.0,91.0,75.8,87.0,73.1,3,3.7,2000,Total,White,Total
Hawaii,113.0,73.0,64.2,70.0,62.1,2,3.2,2000,Total,White,Total
Hawaii,27.0,19.0,68.8,18.0,67.2,( 2 ),2.4,2000,Total,Hispanic,Total
Hawaii,60.0,24.0,40.7,20.0,34.0,4,16.5,2000,Total,Total,16-19
Hawaii,80.0,60.0,75.3,54.0,67.7,6,10.1,2000,Total,Total,20-24
Hawaii,159.0,136.0,85.7,131.0,82.3,5,3.9,2000,Total,Total,25-34
Hawaii,169.0,143.0,85.0,138.0,81.8,5,3.7,2000,Total,Total,35-44
Hawaii,172.0,148.0,86.1,145.0,84.3,3,2.1,2000,Total,Total,45-54
Hawaii,93.0,60.0,64.5,59.0,63.7,1,1.3,2000,Total,Total,55-64
Hawaii,156.0,23.0,14.6,22.0,14.0,1,4.1,2000,Total,Total,Total
Hawaii,44.0,35.0,79.1,31.0,71.4,3,9.8,2000,Men,Total,20-24
Hawaii,74.0,68.0,91.8,65.0,87.6,3,4.6,2000,Men,Total,25-34
Hawaii,80.0,73.0,91.3,70.0,88.0,3,3.6,2000,Men,Total,35-44
Hawaii,86.0,76.0,88.6,74.0,85.9,2,3,2000,Men,Total,45-54
Hawaii,44.0,30.0,69.0,30.0,68.2,( 2 ),1.1,2000,Men,Total,55-64
Hawaii,36.0,26.0,70.8,23.0,63.3,3,10.6,2000,Women,Total,20-24
Hawaii,85.0,68.0,80.3,66.0,77.7,2,3.3,2000,Women,Total,25-34
Hawaii,89.0,71.0,79.3,68.0,76.3,3,3.8,2000,Women,Total,35-44
Hawaii,86.0,72.0,83.6,71.0,82.7,1,1.1,2000,Women,Total,45-54
Hawaii,49.0,30.0,60.6,29.0,59.7,( 2 ),1.4,2000,Women,Total,55-64
Hawaii,24.0,18.0,75.6,16.0,68.3,2,9.6,2000,Total,White,20-24
Hawaii,42.0,36.0,85.7,35.0,83.3,1,2.7,2000,Total,White,25-34
Hawaii,44.0,39.0,87.8,38.0,85.5,1,2.6,2000,Total,White,35-44
Hawaii,53.0,45.0,84.0,44.0,82.2,1,2.2,2000,Total,White,45-54
Idaho,951.0,658.0,69.2,626.0,65.8,32,4.9,2000,Total,Total,Total
Idaho,467.0,358.0,76.7,341.0,73.0,17,4.8,2000,Men,Total,Total
Idaho,484.0,299.0,61.9,285.0,58.9,15,4.9,2000,Women,Total,Total
Idaho,923.0,637.0,69.1,607.0,65.8,30,4.7,2000,Total,White,Total
Idaho,453.0,348.0,76.9,331.0,73.2,17,4.8,2000,Total,White,Total
Idaho,470.0,289.0,61.5,276.0,58.6,14,4.7,2000,Total,White,Total
Idaho,63.0,44.0,70.7,40.0,64.1,4,9.4,2000,Total,Hispanic,Total
Idaho,31.0,26.0,83.2,24.0,76.0,2,8.7,2000,Total,Hispanic,Total
Idaho,32.0,18.0,58.3,17.0,52.3,2,10.3,2000,Total,Hispanic,Total
Idaho,89.0,52.0,58.7,45.0,50.9,7,13.2,2000,Total,Total,16-19
Idaho,98.0,77.0,78.9,72.0,73.9,5,6.3,2000,Total,Total,20-24
Idaho,165.0,138.0,83.8,132.0,79.8,6,4.7,2000,Total,Total,25-34
Idaho,178.0,154.0,86.6,147.0,83.0,6,4.1,2000,Total,Total,35-44
Idaho,172.0,148.0,86.0,143.0,83.2,5,3.2,2000,Total,Total,45-54
Idaho,105.0,66.0,63.2,65.0,61.4,2,2.8,2000,Total,Total,55-64
Idaho,144.0,22.0,15.2,21.0,14.6,1,3.7,2000,Total,Total,Total
Idaho,44.0,24.0,54.8,20.0,46.3,4,15.6,2000,Men,Total,16-19
Idaho,48.0,42.0,85.7,39.0,80.7,2,5.8,2000,Men,Total,20-24
Idaho,83.0,79.0,94.6,75.0,90.7,3,4.1,2000,Men,Total,25-34
Idaho,86.0,82.0,95.6,79.0,91.8,3,4,2000,Men,Total,35-44
Idaho,85.0,78.0,91.1,75.0,88.0,3,3.5,2000,Men,Total,45-54
Idaho,55.0,40.0,73.0,39.0,70.7,1,3.1,2000,Men,Total,55-64
Idaho,66.0,14.0,21.5,13.0,20.4,1,5.2,2000,Men,Total,Total
Idaho,45.0,28.0,62.3,25.0,55.3,3,11.2,2000,Women,Total,16-19
Idaho,50.0,36.0,72.3,33.0,67.3,2,6.9,2000,Women,Total,20-24
Idaho,82.0,60.0,72.8,57.0,68.8,3,5.5,2000,Women,Total,25-34
Idaho,92.0,71.0,78.1,68.0,74.8,3,4.3,2000,Women,Total,35-44
Idaho,87.0,70.0,80.9,68.0,78.6,2,2.8,2000,Women,Total,45-54
Idaho,51.0,27.0,52.5,26.0,51.3,1,2.2,2000,Women,Total,55-64
Idaho,85.0,51.0,59.3,44.0,51.2,7,13.6,2000,Total,White,16-19
Idaho,93.0,74.0,79.9,70.0,75.7,4,5.2,2000,Total,White,20-24
Idaho,159.0,133.0,83.8,127.0,79.8,6,4.8,2000,Total,White,25-34
Idaho,173.0,149.0,86.3,143.0,82.7,6,4.1,2000,Total,White,35-44
Idaho,167.0,143.0,85.7,139.0,83.0,4,3.1,2000,Total,White,45-54
Idaho,103.0,65.0,62.9,63.0,61.2,2,2.6,2000,Total,White,55-64
Idaho,142.0,22.0,15.4,21.0,14.8,1,3.7,2000,Total,White,Total
Idaho,17.0,13.0,79.4,12.0,73.0,1,8.1,2000,Total,Hispanic,25-34
Illinois,9199.0,6419.0,69.8,6140.0,66.7,279,4.4,2000,Total,Total,Total
Illinois,4414.0,3402.0,77.1,3249.0,73.6,153,4.5,2000,Men,Total,Total
Illinois,4785.0,3017.0,63.1,2891.0,60.4,126,4.2,2000,Women,Total,Total
Illinois,7485.0,5282.0,70.6,5111.0,68.3,170,3.2,2000,Total,White,Total
Illinois,3663.0,2879.0,78.6,2780.0,75.9,99,3.4,2000,Total,White,Total
Illinois,3822.0,2403.0,62.9,2331.0,61.0,72,3,2000,Total,White,Total
Illinois,1379.0,900.0,65.3,801.0,58.1,99,11,2000,Total,Black,Total
Illinois,594.0,396.0,66.7,347.0,58.5,49,12.4,2000,Total,Black,Total
Illinois,786.0,504.0,64.2,454.0,57.8,50,9.9,2000,Total,Black,Total
Illinois,837.0,620.0,74.1,591.0,70.6,29,4.7,2000,Total,Hispanic,Total
Illinois,439.0,382.0,87.0,365.0,83.2,17,4.5,2000,Total,Hispanic,Total
Illinois,397.0,238.0,59.9,225.0,56.7,12,5.2,2000,Total,Hispanic,Total
Illinois,728.0,396.0,54.3,349.0,47.9,47,11.9,2000,Total,Total,16-19
Illinois,855.0,680.0,79.5,620.0,72.5,60,8.8,2000,Total,Total,20-24
Illinois,1713.0,1477.0,86.2,1417.0,82.7,61,4.1,2000,Total,Total,25-34
Illinois,1991.0,1690.0,84.9,1635.0,82.1,55,3.3,2000,Total,Total,35-44
Illinois,1605.0,1368.0,85.2,1332.0,83.0,36,2.6,2000,Total,Total,45-54
Illinois,977.0,617.0,63.2,600.0,61.4,17,2.7,2000,Total,Total,55-64
Illinois,1330.0,191.0,14.4,187.0,14.1,4,2,2000,Total,Total,Total
Illinois,371.0,212.0,57.1,185.0,49.8,27,12.8,2000,Men,Total,16-19
Illinois,410.0,348.0,84.9,321.0,78.2,27,7.9,2000,Men,Total,20-24
Illinois,859.0,808.0,94.0,772.0,89.8,37,4.5,2000,Men,Total,25-34
Illinois,973.0,903.0,92.8,873.0,89.7,30,3.4,2000,Men,Total,35-44
Illinois,786.0,702.0,89.4,681.0,86.8,21,3,2000,Men,Total,45-54
Illinois,466.0,329.0,70.6,320.0,68.7,9,2.8,2000,Men,Total,55-64
Illinois,549.0,99.0,18.0,97.0,17.7,2,1.7,2000,Men,Total,Total
Illinois,357.0,184.0,51.4,164.0,45.9,20,10.9,2000,Women,Total,16-19
Illinois,445.0,332.0,74.5,299.0,67.3,32,9.7,2000,Women,Total,20-24
Illinois,854.0,669.0,78.4,645.0,75.6,24,3.6,2000,Women,Total,25-34
Illinois,1018.0,787.0,77.3,762.0,74.9,25,3.1,2000,Women,Total,35-44
Illinois,820.0,666.0,81.2,651.0,79.4,15,2.3,2000,Women,Total,45-54
Illinois,511.0,288.0,56.4,280.0,54.8,8,2.7,2000,Women,Total,55-64
Illinois,780.0,92.0,11.8,90.0,11.5,2,2.5,2000,Women,Total,Total
Illinois,573.0,343.0,59.8,311.0,54.3,31,9.2,2000,Total,White,16-19
Illinois,639.0,525.0,82.1,496.0,77.6,29,5.5,2000,Total,White,20-24
Illinois,1348.0,1177.0,87.3,1140.0,84.5,37,3.2,2000,Total,White,25-34
Illinois,1612.0,1395.0,86.5,1363.0,84.5,32,2.3,2000,Total,White,35-44
Illinois,1301.0,1137.0,87.3,1112.0,85.5,24,2.2,2000,Total,White,45-54
Illinois,829.0,534.0,64.4,521.0,62.8,13,2.5,2000,Total,White,55-64
Illinois,1181.0,172.0,14.6,169.0,14.3,3,1.8,2000,Total,White,Total
Illinois,178.0,127.0,71.6,99.0,55.8,28,22,2000,Total,Black,20-24
Illinois,280.0,232.0,83.0,212.0,75.6,21,8.9,2000,Total,Black,25-34
Illinois,313.0,241.0,77.1,220.0,70.3,21,8.8,2000,Total,Black,35-44
Illinois,244.0,185.0,75.6,174.0,71.3,10,5.7,2000,Total,Black,45-54
Illinois,109.0,59.0,53.8,56.0,51.3,3,4.6,2000,Total,Black,55-64
Illinois,110.0,85.0,76.9,81.0,73.1,4,4.9,2000,Total,Hispanic,20-24
Illinois,255.0,207.0,81.4,198.0,77.8,9,4.5,2000,Total,Hispanic,25-34
Illinois,198.0,165.0,83.4,159.0,80.2,6,3.8,2000,Total,Hispanic,35-44
Illinois,94.0,84.0,89.4,82.0,87.6,2,2,2000,Total,Hispanic,45-54
Indiana,4529.0,3084.0,68.1,2984.0,65.9,100,3.2,2000,Total,Total,Total
Indiana,2215.0,1701.0,76.8,1647.0,74.4,53,3.1,2000,Men,Total,Total
Indiana,2314.0,1383.0,59.8,1336.0,57.7,47,3.4,2000,Women,Total,Total
Indiana,4167.0,2840.0,68.2,2760.0,66.2,81,2.8,2000,Total,White,Total
Indiana,2055.0,1586.0,77.2,1546.0,75.2,41,2.6,2000,Total,White,Total
Indiana,2112.0,1254.0,59.4,1214.0,57.5,40,3.2,2000,Total,White,Total
Indiana,309.0,215.0,69.5,197.0,63.6,18,8.5,2000,Total,Black,Total
Indiana,133.0,95.0,71.6,84.0,62.9,12,12.1,2000,Total,Black,Total
Indiana,176.0,120.0,68.0,113.0,64.2,7,5.6,2000,Total,Black,Total
Indiana,287.0,166.0,57.7,146.0,50.8,20,11.9,2000,Total,Total,16-19
Indiana,370.0,298.0,80.4,279.0,75.4,18,6.2,2000,Total,Total,20-24
Indiana,727.0,625.0,86.0,608.0,83.7,17,2.7,2000,Total,Total,25-34
Indiana,954.0,828.0,86.8,805.0,84.3,23,2.8,2000,Total,Total,35-44
Indiana,841.0,694.0,82.4,681.0,81.0,13,1.8,2000,Total,Total,45-54
Indiana,587.0,346.0,59.0,339.0,57.7,7,2.1,2000,Total,Total,55-64
Indiana,762.0,128.0,16.8,126.0,16.5,2,1.7,2000,Total,Total,Total
Indiana,195.0,170.0,87.0,159.0,81.2,11,6.6,2000,Men,Total,20-24
Indiana,369.0,351.0,95.2,340.0,92.3,11,3.1,2000,Men,Total,25-34
Indiana,483.0,461.0,95.5,450.0,93.0,12,2.6,2000,Men,Total,35-44
Indiana,416.0,369.0,88.7,364.0,87.4,5,1.4,2000,Men,Total,45-54
Indiana,291.0,189.0,65.0,186.0,64.0,3,1.5,2000,Men,Total,55-64
Indiana,175.0,128.0,73.1,121.0,69.0,7,5.7,2000,Women,Total,20-24
Indiana,358.0,274.0,76.4,268.0,74.8,6,2.2,2000,Women,Total,25-34
Indiana,471.0,366.0,77.8,355.0,75.4,11,3.1,2000,Women,Total,35-44
Indiana,425.0,325.0,76.4,317.0,74.6,7,2.3,2000,Women,Total,45-54
Indiana,296.0,157.0,53.1,153.0,51.6,4,2.8,2000,Women,Total,55-64
Indiana,262.0,155.0,59.1,138.0,52.6,17,11.1,2000,Total,White,16-19
Indiana,327.0,267.0,81.5,254.0,77.5,13,4.8,2000,Total,White,20-24
Indiana,640.0,551.0,86.1,539.0,84.2,12,2.2,2000,Total,White,25-34
Indiana,875.0,764.0,87.3,744.0,85.0,20,2.6,2000,Total,White,35-44
Indiana,782.0,648.0,82.8,637.0,81.4,11,1.7,2000,Total,White,45-54
Indiana,552.0,332.0,60.1,326.0,59.0,6,1.8,2000,Total,White,55-64
Indiana,729.0,125.0,17.2,123.0,16.9,2,1.7,2000,Total,White,Total
Iowa,2193.0,1563.0,71.3,1522.0,69.4,41,2.6,2000,Total,Total,Total
Iowa,1088.0,837.0,76.9,817.0,75.1,20,2.4,2000,Men,Total,Total
Iowa,1105.0,726.0,65.7,705.0,63.8,21,2.9,2000,Women,Total,Total
Iowa,2107.0,1506.0,71.5,1471.0,69.8,35,2.3,2000,Total,White,Total
Iowa,1045.0,808.0,77.3,790.0,75.6,18,2.2,2000,Total,White,Total
Iowa,1063.0,699.0,65.7,681.0,64.1,17,2.5,2000,Total,White,Total
Iowa,155.0,109.0,70.2,99.0,64.0,10,8.8,2000,Total,Total,16-19
Iowa,191.0,152.0,79.5,144.0,75.4,8,5.2,2000,Total,Total,20-24
Iowa,385.0,341.0,88.7,334.0,86.7,7,2.2,2000,Total,Total,25-34
Iowa,466.0,426.0,91.3,417.0,89.4,9,2,2000,Total,Total,35-44
Iowa,366.0,320.0,87.4,315.0,86.1,5,1.4,2000,Total,Total,45-54
Iowa,232.0,156.0,67.4,154.0,66.5,2,1.3,2000,Total,Total,55-64
Iowa,95.0,79.0,82.8,76.0,79.7,3,3.7,2000,Men,Total,20-24
Iowa,196.0,187.0,95.0,183.0,93.1,4,2,2000,Men,Total,25-34
Iowa,237.0,226.0,95.0,222.0,93.3,4,1.8,2000,Men,Total,35-44
Iowa,179.0,164.0,91.8,161.0,90.3,3,1.7,2000,Men,Total,45-54
Iowa,122.0,87.0,71.3,86.0,70.4,1,1.2,2000,Men,Total,55-64
Iowa,96.0,73.0,76.4,68.0,71.1,5,6.9,2000,Women,Total,20-24
Iowa,188.0,154.0,82.0,151.0,80.1,4,2.4,2000,Women,Total,25-34
Iowa,229.0,200.0,87.5,196.0,85.4,5,2.3,2000,Women,Total,35-44
Iowa,187.0,155.0,83.1,154.0,82.1,2,1.2,2000,Women,Total,45-54
Iowa,110.0,69.0,63.1,68.0,62.2,1,1.5,2000,Women,Total,55-64
Iowa,150.0,106.0,70.9,98.0,65.3,8,8,2000,Total,White,16-19
Iowa,174.0,141.0,81.0,135.0,77.9,5,3.8,2000,Total,White,20-24
Iowa,362.0,323.0,89.1,316.0,87.2,7,2.1,2000,Total,White,25-34
Iowa,446.0,411.0,92.1,404.0,90.5,7,1.8,2000,Total,White,35-44
Iowa,356.0,312.0,87.8,308.0,86.6,4,1.3,2000,Total,White,45-54
Iowa,227.0,153.0,67.7,151.0,66.8,2,1.4,2000,Total,White,55-64
Kansas,2001.0,1411.0,70.5,1359.0,67.9,52,3.7,2000,Total,Total,Total
Kansas,966.0,731.0,75.7,703.0,72.8,28,3.8,2000,Men,Total,Total
Kansas,1035.0,680.0,65.7,655.0,63.4,24,3.6,2000,Women,Total,Total
Kansas,1811.0,1278.0,70.5,1238.0,68.3,40,3.1,2000,Total,White,Total
Kansas,880.0,666.0,75.7,643.0,73.1,23,3.4,2000,Total,White,Total
Kansas,931.0,612.0,65.7,594.0,63.8,18,2.9,2000,Total,White,Total
Kansas,125.0,90.0,72.2,81.0,65.1,9,9.9,2000,Total,Black,Total
Kansas,56.0,42.0,76.1,39.0,69.3,4,9,2000,Total,Black,Total
Kansas,69.0,48.0,69.1,43.0,61.7,5,10.7,2000,Total,Black,Total
Kansas,89.0,67.0,75.2,65.0,72.2,3,4,2000,Total,Hispanic,Total
Kansas,172.0,105.0,61.2,91.0,53.1,14,13.3,2000,Total,Total,16-19
Kansas,200.0,164.0,81.7,155.0,77.2,9,5.5,2000,Total,Total,20-24
Kansas,321.0,279.0,87.0,271.0,84.5,8,2.9,2000,Total,Total,25-34
Kansas,398.0,349.0,87.6,336.0,84.5,12,3.5,2000,Total,Total,35-44
Kansas,363.0,316.0,87.2,310.0,85.4,6,2,2000,Total,Total,45-54
