State,civ-non-instit-pop,civ-lab-force-num,Civilian labor force Percent of population,civ-lab-force-emp-num,Civilian labor force Employment Percent of population,civ-lab-force-unemp-num,civ-lab-force-unemp-rate,year,Gender,Race,Age
Connecticut,224.0,160.0,71.2,134.0,59.7,26,16.2,2010,Total,Total,20-24
Connecticut,404.0,344.0,85.0,306.0,75.8,37,10.8,2010,Total,Total,25-34
Connecticut,466.0,403.0,86.4,373.0,80.1,29,7.3,2010,Total,Total,35-44
Connecticut,563.0,489.0,86.8,454.0,80.6,35,7.2,2010,Total,Total,45-54
Connecticut,445.0,327.0,73.4,307.0,69.1,19,5.9,2010,Total,Total,55-64
Connecticut,453.0,85.0,18.9,78.0,17.1,8,9.2,2010,Total,Total,Total
Connecticut,105.0,42.0,40.1,31.0,29.3,11,27,2010,Men,Total,16-19
Connecticut,114.0,85.0,74.9,70.0,61.2,16,18.4,2010,Men,Total,20-24
Connecticut,205.0,191.0,93.1,167.0,81.6,24,12.4,2010,Men,Total,25-34
Connecticut,223.0,212.0,95.0,196.0,88.0,16,7.4,2010,Men,Total,35-44
Connecticut,270.0,248.0,92.0,232.0,86.0,16,6.5,2010,Men,Total,45-54
Connecticut,216.0,166.0,76.9,155.0,71.9,11,6.6,2010,Men,Total,55-64
Connecticut,196.0,46.0,23.3,41.0,21.1,4,9.4,2010,Men,Total,Total
Connecticut,104.0,42.0,40.8,35.0,33.9,7,16.9,2010,Women,Total,16-19
Connecticut,111.0,75.0,67.4,64.0,58.1,10,13.8,2010,Women,Total,20-24
Connecticut,200.0,153.0,76.6,139.0,69.8,14,8.8,2010,Women,Total,25-34
Connecticut,243.0,191.0,78.5,177.0,72.9,14,7.2,2010,Women,Total,35-44
Connecticut,294.0,241.0,82.0,222.0,75.5,19,7.9,2010,Women,Total,45-54
Connecticut,229.0,161.0,70.1,152.0,66.4,9,5.3,2010,Women,Total,55-64
Connecticut,257.0,40.0,15.5,36.0,14.1,4,8.9,2010,Women,Total,Total
Connecticut,170.0,74.0,43.5,59.0,34.6,15,20.5,2010,Total,White,16-19
Connecticut,181.0,130.0,72.2,112.0,62.1,18,14,2010,Total,White,20-24
Connecticut,315.0,269.0,85.3,242.0,76.8,27,10.1,2010,Total,White,25-34
Connecticut,378.0,329.0,87.0,308.0,81.4,21,6.4,2010,Total,White,35-44
Connecticut,484.0,426.0,87.9,397.0,81.9,29,6.7,2010,Total,White,45-54
Connecticut,400.0,299.0,74.7,282.0,70.5,17,5.6,2010,Total,White,55-64
Connecticut,419.0,79.0,18.8,72.0,17.2,7,8.5,2010,Total,White,Total
Connecticut,30.0,20.0,67.2,13.0,45.4,6,32.4,2010,Total,Black,20-24
Connecticut,50.0,45.0,89.3,37.0,74.2,8,16.9,2010,Total,Black,25-34
Connecticut,49.0,41.0,83.6,34.0,70.1,7,16.1,2010,Total,Black,35-44
Connecticut,55.0,44.0,78.9,39.0,70.9,4,10.1,2010,Total,Black,45-54
Connecticut,30.0,19.0,62.7,17.0,55.7,2,11.3,2010,Total,Black,55-64
Connecticut,32.0,24.0,75.2,23.0,72.0,1,4.3,2010,Total,Asian,25-34
Connecticut,32.0,28.0,86.6,27.0,83.8,1,3.3,2010,Total,Asian,35-44
Connecticut,17.0,15.0,84.5,13.0,75.8,1,10.2,2010,Total,Asian,45-54
Connecticut,27.0,9.0,35.2,6.0,23.6,3,33.1,2010,Total,Hispanic,16-19
Connecticut,34.0,26.0,77.4,18.0,53.8,8,30.5,2010,Total,Hispanic,20-24
Connecticut,66.0,55.0,82.2,46.0,69.0,9,16.2,2010,Total,Hispanic,25-34
Connecticut,57.0,48.0,84.6,40.0,70.1,8,17.2,2010,Total,Hispanic,35-44
Connecticut,45.0,36.0,79.9,32.0,70.3,4,12,2010,Total,Hispanic,45-54
Connecticut,26.0,16.0,61.3,15.0,57.1,1,6.9,2010,Total,Hispanic,55-64
Delaware,693.0,428.0,61.7,392.0,56.5,37,8.5,2010,Total,Total,Total
Delaware,329.0,221.0,67.3,200.0,60.7,21,9.7,2010,Men,Total,Total
Delaware,365.0,207.0,56.8,192.0,52.6,15,7.3,2010,Women,Total,Total
Delaware,528.0,320.0,60.6,296.0,56.0,25,7.6,2010,Total,White,Total
Delaware,255.0,168.0,66.0,154.0,60.3,14,8.6,2010,Total,White,Total
Delaware,274.0,152.0,55.7,142.0,52.0,10,6.6,2010,Total,White,Total
Delaware,138.0,91.0,65.6,80.0,57.8,11,12,2010,Total,Black,Total
Delaware,62.0,44.0,70.7,37.0,60.7,6,14.1,2010,Total,Black,Total
Delaware,76.0,47.0,61.6,42.0,55.4,5,10,2010,Total,Black,Total
Delaware,18.0,11.0,61.7,11.0,60.2,( 3 ),2.5,2010,Total,Asian,Total
Delaware,8.0,6.0,75.6,6.0,73.5,( 3 ),2.8,2010,Total,Asian,Total
Delaware,9.0,5.0,49.1,4.0,48.1,( 3 ),1.9,2010,Total,Asian,Total
Delaware,46.0,33.0,70.7,30.0,64.6,3,8.6,2010,Total,Hispanic,Total
Delaware,26.0,21.0,80.5,19.0,73.8,2,8.3,2010,Total,Hispanic,Total
Delaware,21.0,12.0,58.4,11.0,53.2,1,8.9,2010,Total,Hispanic,Total
Delaware,180.0,127.0,70.7,120.0,66.7,7,5.7,2010,Total,Total,Total
Delaware,180.0,107.0,59.6,102.0,56.9,5,4.6,2010,Total,Total,Total
Delaware,44.0,32.0,72.7,29.0,66.4,3,8.7,2010,Women,Total,Total
Delaware,53.0,17.0,32.5,13.0,25.0,4,23.2,2010,Total,Total,16-19
Delaware,52.0,37.0,71.0,31.0,59.7,6,16,2010,Total,Total,20-24
Delaware,113.0,93.0,82.3,85.0,74.5,9,9.4,2010,Total,Total,25-34
Delaware,113.0,96.0,85.4,89.0,79.4,7,7.1,2010,Total,Total,35-44
Delaware,125.0,103.0,82.4,97.0,77.4,6,6.1,2010,Total,Total,45-54
Delaware,104.0,62.0,59.7,58.0,56.4,4,5.7,2010,Total,Total,55-64
Delaware,135.0,20.0,14.9,19.0,13.9,1,6.8,2010,Total,Total,Total
Delaware,26.0,8.0,33.1,6.0,24.7,2,25.3,2010,Men,Total,16-19
Delaware,25.0,20.0,77.5,16.0,62.6,4,19.2,2010,Men,Total,20-24
Delaware,55.0,49.0,88.3,44.0,79.5,5,10,2010,Men,Total,25-34
Delaware,55.0,50.0,91.7,46.0,83.8,4,8.6,2010,Men,Total,35-44
Delaware,60.0,52.0,87.2,48.0,81.0,4,7.1,2010,Men,Total,45-54
Delaware,51.0,32.0,63.1,30.0,59.7,2,5.4,2010,Men,Total,55-64
Delaware,57.0,10.0,17.2,9.0,15.7,1,8.5,2010,Men,Total,Total
Delaware,27.0,9.0,31.9,7.0,25.2,2,21,2010,Women,Total,16-19
Delaware,26.0,17.0,64.8,15.0,56.9,2,12.2,2010,Women,Total,20-24
Delaware,58.0,45.0,76.5,41.0,69.8,4,8.8,2010,Women,Total,25-34
Delaware,58.0,46.0,79.4,43.0,75.1,2,5.4,2010,Women,Total,35-44
Delaware,65.0,51.0,78.0,48.0,74.0,3,5.1,2010,Women,Total,45-54
Delaware,53.0,30.0,56.6,28.0,53.2,2,6,2010,Women,Total,55-64
Delaware,77.0,10.0,13.2,10.0,12.5,1,5.3,2010,Women,Total,Total
Delaware,37.0,13.0,35.0,10.0,27.1,3,22.6,2010,Total,White,16-19
Delaware,37.0,27.0,72.8,23.0,62.5,4,14.2,2010,Total,White,20-24
Delaware,81.0,67.0,82.0,61.0,75.1,6,8.4,2010,Total,White,25-34
Delaware,80.0,69.0,86.3,66.0,82.0,3,5,2010,Total,White,35-44
Delaware,96.0,79.0,82.4,74.0,77.5,5,5.9,2010,Total,White,45-54
Delaware,82.0,49.0,60.0,46.0,56.4,3,6,2010,Total,White,55-64
Delaware,115.0,16.0,14.2,15.0,13.3,1,6.4,2010,Total,White,Total
Delaware,14.0,4.0,27.8,3.0,21.2,1,23.8,2010,Total,Black,16-19
Delaware,12.0,8.0,67.0,6.0,51.0,2,23.9,2010,Total,Black,20-24
Delaware,24.0,21.0,84.8,18.0,74.0,3,12.8,2010,Total,Black,25-34
Delaware,26.0,22.0,85.6,20.0,74.8,3,12.6,2010,Total,Black,35-44
Delaware,25.0,21.0,82.9,19.0,76.5,2,7.7,2010,Total,Black,45-54
Delaware,20.0,12.0,58.5,11.0,55.6,1,5,2010,Total,Black,55-64
Delaware,5.0,4.0,72.3,4.0,71.0,( 3 ),1.8,2010,Total,Asian,25-34
Delaware,5.0,3.0,71.7,3.0,68.2,( 3 ),4.9,2010,Total,Asian,35-44
Delaware,6.0,5.0,71.7,4.0,67.3,( 3 ),6.1,2010,Total,Hispanic,20-24
Delaware,16.0,12.0,78.3,11.0,72.2,1,7.8,2010,Total,Hispanic,25-34
Delaware,10.0,9.0,87.5,8.0,82.7,( 3 ),5.6,2010,Total,Hispanic,35-44
Delaware,6.0,5.0,77.8,4.0,69.7,( 3 ),10.4,2010,Total,Hispanic,45-54
District of Columbia,496.0,341.0,68.9,310.0,62.5,31,9.2,2010,Total,Total,Total
District of Columbia,229.0,169.0,74.1,153.0,66.9,16,9.7,2010,Men,Total,Total
District of Columbia,267.0,172.0,64.4,157.0,58.8,15,8.6,2010,Women,Total,Total
District of Columbia,221.0,181.0,81.7,175.0,79.0,6,3.3,2010,Total,White,Total
District of Columbia,110.0,94.0,85.1,91.0,82.4,3,3.2,2010,Total,White,Total
District of Columbia,111.0,87.0,78.4,84.0,75.7,3,3.4,2010,Total,White,Total
District of Columbia,252.0,143.0,56.8,119.0,47.0,25,17.2,2010,Total,Black,Total
District of Columbia,109.0,68.0,62.0,54.0,49.9,13,19.6,2010,Total,Black,Total
District of Columbia,143.0,76.0,52.7,64.0,44.8,11,15.1,2010,Total,Black,Total
District of Columbia,14.0,11.0,81.0,11.0,78.6,( 3 ),3,2010,Total,Asian,Total
District of Columbia,6.0,5.0,83.1,5.0,82.7,( 3 ),0.5,2010,Total,Asian,Total
District of Columbia,8.0,7.0,79.6,6.0,75.9,( 3 ),4.7,2010,Total,Asian,Total
District of Columbia,49.0,37.0,76.0,34.0,69.6,3,8.4,2010,Total,Hispanic,Total
District of Columbia,26.0,21.0,80.6,19.0,72.7,2,9.8,2010,Total,Hispanic,Total
District of Columbia,22.0,16.0,70.5,15.0,65.9,1,6.5,2010,Total,Hispanic,Total
District of Columbia,70.0,56.0,79.3,53.0,75.7,2,4.4,2010,Total,Total,Total
District of Columbia,66.0,44.0,66.6,42.0,62.6,3,5.9,2010,Total,Total,Total
District of Columbia,43.0,26.0,60.8,21.0,48.9,5,19.6,2010,Women,Total,Total
District of Columbia,24.0,5.0,22.2,3.0,11.1,3,49.9,2010,Total,Total,16-19
District of Columbia,50.0,33.0,67.1,28.0,56.1,5,16.5,2010,Total,Total,20-24
District of Columbia,128.0,113.0,87.7,104.0,80.9,9,7.7,2010,Total,Total,25-34
District of Columbia,85.0,75.0,87.3,69.0,81.1,5,7.1,2010,Total,Total,35-44
District of Columbia,75.0,60.0,80.6,55.0,73.0,6,9.4,2010,Total,Total,45-54
District of Columbia,60.0,38.0,63.7,36.0,59.6,2,6.4,2010,Total,Total,55-64
District of Columbia,74.0,17.0,23.3,16.0,21.9,1,6.2,2010,Total,Total,Total
District of Columbia,11.0,3.0,24.4,1.0,7.8,2,67.9,2010,Men,Total,16-19
District of Columbia,21.0,15.0,68.2,11.0,52.5,3,23,2010,Men,Total,20-24
District of Columbia,60.0,54.0,90.2,50.0,83.7,4,7.3,2010,Men,Total,25-34
District of Columbia,44.0,40.0,92.0,37.0,85.5,3,7.1,2010,Men,Total,35-44
District of Columbia,37.0,31.0,83.6,28.0,76.4,3,8.5,2010,Men,Total,45-54
District of Columbia,29.0,19.0,68.2,18.0,63.2,1,7.2,2010,Men,Total,55-64
District of Columbia,27.0,7.0,27.2,7.0,25.7,( 3 ),5.4,2010,Men,Total,Total
District of Columbia,13.0,3.0,20.3,2.0,14.0,1,31.3,2010,Women,Total,16-19
District of Columbia,28.0,19.0,66.4,17.0,58.8,2,11.4,2010,Women,Total,20-24
District of Columbia,68.0,58.0,85.4,54.0,78.5,5,8.1,2010,Women,Total,25-34
District of Columbia,42.0,35.0,82.4,32.0,76.5,2,7.2,2010,Women,Total,35-44
District of Columbia,38.0,29.0,77.6,26.0,69.6,3,10.3,2010,Women,Total,45-54
District of Columbia,31.0,19.0,59.7,18.0,56.4,1,5.6,2010,Women,Total,55-64
District of Columbia,47.0,10.0,21.1,9.0,19.7,1,6.8,2010,Women,Total,Total
District of Columbia,23.0,18.0,75.9,17.0,71.5,1,5.7,2010,Total,White,20-24
District of Columbia,77.0,70.0,91.7,69.0,89.6,2,2.3,2010,Total,White,25-34
District of Columbia,42.0,39.0,93.1,38.0,91.4,1,1.8,2010,Total,White,35-44
District of Columbia,28.0,25.0,89.9,24.0,86.2,1,4.1,2010,Total,White,45-54
District of Columbia,22.0,18.0,82.5,17.0,78.9,1,4.4,2010,Total,White,55-64
District of Columbia,25.0,9.0,38.0,9.0,36.0,( 3 ),5.1,2010,Total,White,Total
District of Columbia,18.0,4.0,22.1,2.0,9.8,2,55.8,2010,Total,Black,16-19
District of Columbia,24.0,14.0,58.8,10.0,40.8,4,30.6,2010,Total,Black,20-24
District of Columbia,43.0,34.0,80.3,28.0,64.5,7,19.6,2010,Total,Black,25-34
District of Columbia,39.0,32.0,80.7,27.0,69.2,5,14.2,2010,Total,Black,35-44
District of Columbia,45.0,33.0,74.8,29.0,64.6,5,13.6,2010,Total,Black,45-54
District of Columbia,36.0,18.0,50.9,17.0,46.3,2,8.9,2010,Total,Black,55-64
District of Columbia,47.0,7.0,15.0,6.0,13.7,1,8.3,2010,Total,Black,Total
District of Columbia,6.0,6.0,88.6,5.0,84.8,( 3 ),4.3,2010,Total,Asian,25-34
District of Columbia,3.0,3.0,93.3,3.0,93.3,( 3 ),( 3 ),2010,Total,Asian,35-44
District of Columbia,6.0,4.0,73.7,4.0,63.3,1,14.1,2010,Total,Hispanic,20-24
District of Columbia,14.0,12.0,86.2,11.0,81.3,1,5.7,2010,Total,Hispanic,25-34
District of Columbia,11.0,10.0,91.9,10.0,88.0,( 3 ),4.3,2010,Total,Hispanic,35-44
District of Columbia,6.0,6.0,87.4,5.0,81.3,( 3 ),7,2010,Total,Hispanic,45-54
District of Columbia,4.0,3.0,71.2,3.0,62.6,( 3 ),12.2,2010,Total,Hispanic,55-64
Florida,14736.0,9089.0,61.7,8083.0,54.9,1006,11.1,2010,Total,Total,Total
Florida,7100.0,4811.0,67.8,4220.0,59.4,592,12.3,2010,Men,Total,Total
Florida,7636.0,4278.0,56.0,3863.0,50.6,415,9.7,2010,Women,Total,Total
Florida,12108.0,7418.0,61.3,6660.0,55.0,758,10.2,2010,Total,White,Total
Florida,5912.0,4008.0,67.8,3551.0,60.1,457,11.4,2010,Total,White,Total
Florida,6196.0,3410.0,55.0,3109.0,50.2,301,8.8,2010,Total,White,Total
Florida,2140.0,1349.0,63.0,1123.0,52.5,226,16.7,2010,Total,Black,Total
Florida,975.0,635.0,65.1,512.0,52.5,123,19.4,2010,Total,Black,Total
Florida,1164.0,714.0,61.3,611.0,52.5,103,14.4,2010,Total,Black,Total
Florida,343.0,224.0,65.3,213.0,62.3,10,4.6,2010,Total,Asian,Total
Florida,152.0,118.0,77.7,112.0,73.8,6,5.1,2010,Total,Asian,Total
Florida,190.0,105.0,55.4,101.0,53.2,4,4,2010,Total,Asian,Total
Florida,3015.0,1997.0,66.2,1726.0,57.3,271,13.6,2010,Total,Hispanic,Total
Florida,1472.0,1105.0,75.1,950.0,64.5,156,14.1,2010,Total,Hispanic,Total
Florida,1543.0,892.0,57.8,777.0,50.3,115,12.9,2010,Total,Hispanic,Total
Florida,3765.0,2640.0,70.1,2404.0,63.9,235,8.9,2010,Total,Total,Total
Florida,3621.0,2102.0,58.1,1961.0,54.1,141,6.7,2010,Total,Total,Total
Florida,952.0,643.0,67.6,568.0,59.6,76,11.7,2010,Women,Total,Total
Florida,909.0,266.0,29.3,183.0,20.1,84,31.4,2010,Total,Total,16-19
Florida,1074.0,750.0,69.8,614.0,57.1,136,18.2,2010,Total,Total,20-24
Florida,2239.0,1835.0,82.0,1628.0,72.7,207,11.3,2010,Total,Total,25-34
Florida,2457.0,2081.0,84.7,1902.0,77.4,179,8.6,2010,Total,Total,35-44
Florida,2764.0,2230.0,80.7,2015.0,72.9,215,9.7,2010,Total,Total,45-54
Florida,2262.0,1426.0,63.0,1291.0,57.0,136,9.5,2010,Total,Total,55-64
Florida,3030.0,500.0,16.5,451.0,14.9,49,9.8,2010,Total,Total,Total
Florida,442.0,139.0,31.5,92.0,20.8,47,34,2010,Men,Total,16-19
Florida,543.0,385.0,70.9,305.0,56.3,79,20.6,2010,Men,Total,20-24
Florida,1130.0,991.0,87.7,866.0,76.6,126,12.7,2010,Men,Total,25-34
Florida,1233.0,1133.0,91.9,1024.0,83.0,109,9.6,2010,Men,Total,35-44
Florida,1338.0,1146.0,85.6,1028.0,76.8,118,10.3,2010,Men,Total,45-54
Florida,1074.0,734.0,68.3,654.0,60.9,79,10.8,2010,Men,Total,55-64
Florida,1339.0,282.0,21.1,251.0,18.7,32,11.3,2010,Men,Total,Total
Florida,467.0,127.0,27.2,91.0,19.4,36,28.6,2010,Women,Total,16-19
Florida,532.0,365.0,68.7,309.0,58.0,57,15.6,2010,Women,Total,20-24
Florida,1108.0,844.0,76.1,762.0,68.8,81,9.7,2010,Women,Total,25-34
Florida,1224.0,948.0,77.4,878.0,71.7,70,7.4,2010,Women,Total,35-44
Florida,1426.0,1084.0,76.0,987.0,69.2,97,8.9,2010,Women,Total,45-54
Florida,1188.0,693.0,58.3,636.0,53.6,56,8.1,2010,Women,Total,55-64
Florida,1691.0,218.0,12.9,200.0,11.9,17,8,2010,Women,Total,Total
Florida,655.0,208.0,31.8,149.0,22.7,59,28.4,2010,Total,White,16-19
Florida,804.0,574.0,71.5,483.0,60.2,91,15.8,2010,Total,White,20-24
Florida,1765.0,1458.0,82.6,1307.0,74.1,151,10.3,2010,Total,White,25-34
Florida,1954.0,1673.0,85.6,1535.0,78.5,138,8.3,2010,Total,White,35-44
Florida,2262.0,1830.0,80.9,1664.0,73.6,166,9.1,2010,Total,White,45-54
Florida,1963.0,1237.0,63.0,1124.0,57.3,113,9.2,2010,Total,White,55-64
Florida,2705.0,438.0,16.2,398.0,14.7,40,9.2,2010,Total,White,Total
Florida,218.0,47.0,21.6,27.0,12.2,21,43.7,2010,Total,Black,16-19
Florida,226.0,149.0,66.0,109.0,48.4,40,26.7,2010,Total,Black,20-24
Florida,385.0,302.0,78.6,250.0,65.0,52,17.2,2010,Total,Black,25-34
Florida,404.0,330.0,81.8,291.0,72.0,40,12,2010,Total,Black,35-44
Florida,411.0,327.0,79.6,281.0,68.4,46,14,2010,Total,Black,45-54
Florida,239.0,148.0,61.7,128.0,53.4,20,13.5,2010,Total,Black,55-64
Florida,258.0,46.0,17.7,38.0,14.7,8,16.8,2010,Total,Black,Total
Florida,58.0,47.0,81.1,45.0,77.2,2,4.8,2010,Total,Asian,25-34
Florida,84.0,68.0,81.0,68.0,80.6,( 3 ),0.5,2010,Total,Asian,35-44
Florida,58.0,47.0,80.6,45.0,77.7,2,3.7,2010,Total,Asian,45-54
Florida,47.0,33.0,71.2,32.0,68.3,1,4.1,2010,Total,Asian,55-64
Florida,224.0,73.0,32.7,48.0,21.6,25,33.9,2010,Total,Hispanic,16-19
Florida,288.0,197.0,68.1,159.0,54.9,38,19.3,2010,Total,Hispanic,20-24
Florida,538.0,441.0,81.8,384.0,71.2,57,12.9,2010,Total,Hispanic,25-34
Florida,642.0,550.0,85.7,493.0,76.8,57,10.4,2010,Total,Hispanic,35-44
Florida,547.0,447.0,81.7,391.0,71.6,55,12.4,2010,Total,Hispanic,45-54
Florida,335.0,220.0,65.7,190.0,56.8,30,13.5,2010,Total,Hispanic,55-64
Florida,441.0,71.0,16.0,61.0,13.9,9,13.1,2010,Total,Hispanic,Total
Georgia,7396.0,4744.0,64.1,4238.0,57.3,506,10.7,2010,Total,Total,Total
Georgia,3529.0,2534.0,71.8,2239.0,63.4,295,11.7,2010,Men,Total,Total
Georgia,3867.0,2210.0,57.2,2000.0,51.7,211,9.5,2010,Women,Total,Total
Georgia,4874.0,3156.0,64.8,2903.0,59.6,253,8,2010,Total,White,Total
Georgia,2401.0,1786.0,74.4,1632.0,68.0,154,8.6,2010,Total,White,Total
Georgia,2473.0,1370.0,55.4,1271.0,51.4,99,7.2,2010,Total,White,Total
Georgia,2170.0,1383.0,63.7,1157.0,53.3,226,16.4,2010,Total,Black,Total
Georgia,961.0,634.0,66.0,512.0,53.3,123,19.3,2010,Total,Black,Total
Georgia,1209.0,748.0,61.9,645.0,53.3,104,13.8,2010,Total,Black,Total
Georgia,252.0,139.0,55.1,126.0,49.9,13,9.4,2010,Total,Asian,Total
Georgia,118.0,78.0,65.5,69.0,57.9,9,11.6,2010,Total,Asian,Total
Georgia,134.0,61.0,45.8,57.0,42.8,4,6.7,2010,Total,Asian,Total
Georgia,573.0,415.0,72.5,368.0,64.2,48,11.5,2010,Total,Hispanic,Total
Georgia,338.0,290.0,85.7,258.0,76.5,31,10.7,2010,Total,Hispanic,Total
Georgia,235.0,126.0,53.5,109.0,46.5,17,13.2,2010,Total,Hispanic,Total
Georgia,1868.0,1495.0,80.1,1391.0,74.5,104,7,2010,Total,Total,Total
Georgia,1864.0,1114.0,59.7,1046.0,56.1,68,6.1,2010,Total,Total,Total
Georgia,549.0,364.0,66.4,315.0,57.4,49,13.4,2010,Women,Total,Total
Georgia,553.0,138.0,25.0,88.0,15.9,50,36.3,2010,Total,Total,16-19
Georgia,632.0,429.0,67.9,350.0,55.4,79,18.4,2010,Total,Total,20-24
Georgia,1323.0,1059.0,80.0,943.0,71.3,115,10.9,2010,Total,Total,25-34
Georgia,1400.0,1139.0,81.3,1039.0,74.2,100,8.7,2010,Total,Total,35-44
Georgia,1486.0,1183.0,79.6,1084.0,73.0,99,8.4,2010,Total,Total,45-54
Georgia,1055.0,650.0,61.6,596.0,56.5,54,8.4,2010,Total,Total,55-64
Georgia,948.0,146.0,15.4,138.0,14.5,9,5.9,2010,Total,Total,Total
Georgia,298.0,77.0,25.9,46.0,15.5,31,40.2,2010,Men,Total,16-19
Georgia,332.0,241.0,72.5,189.0,56.7,52,21.8,2010,Men,Total,20-24
Georgia,628.0,541.0,86.3,480.0,76.5,61,11.3,2010,Men,Total,25-34
Georgia,661.0,612.0,92.7,558.0,84.5,54,8.8,2010,Men,Total,35-44
Georgia,732.0,641.0,87.5,578.0,78.9,62,9.8,2010,Men,Total,45-54
Georgia,483.0,335.0,69.4,307.0,63.6,28,8.4,2010,Men,Total,55-64
Georgia,394.0,86.0,21.8,80.0,20.3,6,6.7,2010,Men,Total,Total
Georgia,254.0,61.0,24.0,42.0,16.4,19,31.4,2010,Women,Total,16-19
Georgia,300.0,188.0,62.7,161.0,53.8,26,14.1,2010,Women,Total,20-24
Georgia,696.0,517.0,74.3,463.0,66.6,54,10.4,2010,Women,Total,25-34
Georgia,740.0,527.0,71.2,481.0,65.0,46,8.7,2010,Women,Total,35-44
Georgia,753.0,543.0,72.0,506.0,67.2,36,6.7,2010,Women,Total,45-54
Georgia,571.0,315.0,55.1,289.0,50.5,26,8.3,2010,Women,Total,55-64
Georgia,553.0,60.0,10.9,57.0,10.4,3,4.7,2010,Women,Total,Total
Georgia,328.0,91.0,27.8,66.0,20.1,25,27.7,2010,Total,White,16-19
Georgia,380.0,270.0,70.9,236.0,62.0,34,12.6,2010,Total,White,20-24
Georgia,809.0,653.0,80.7,607.0,75.1,46,7,2010,Total,White,25-34
Georgia,900.0,728.0,80.9,677.0,75.2,51,7,2010,Total,White,35-44
Georgia,1022.0,828.0,81.0,770.0,75.4,57,6.9,2010,Total,White,45-54
Georgia,730.0,471.0,64.5,437.0,59.9,34,7.1,2010,Total,White,55-64
Georgia,704.0,115.0,16.4,109.0,15.5,6,5.2,2010,Total,White,Total
Georgia,195.0,41.0,21.0,19.0,9.5,22,54.7,2010,Total,Black,16-19
Georgia,210.0,142.0,67.6,102.0,48.7,40,28,2010,Total,Black,20-24
Georgia,433.0,351.0,81.1,286.0,66.2,65,18.4,2010,Total,Black,25-34
Georgia,430.0,355.0,82.7,312.0,72.6,43,12.2,2010,Total,Black,35-44
Georgia,398.0,305.0,76.6,270.0,67.8,35,11.5,2010,Total,Black,45-54
Georgia,298.0,161.0,53.9,142.0,47.7,18,11.4,2010,Total,Black,55-64
Georgia,206.0,28.0,13.4,25.0,12.2,3,9.3,2010,Total,Black,Total
Georgia,61.0,36.0,59.9,32.0,53.1,4,11.3,2010,Total,Asian,25-34
Georgia,57.0,44.0,78.6,43.0,75.9,2,3.5,2010,Total,Asian,35-44
Georgia,47.0,36.0,77.2,32.0,69.1,4,10.5,2010,Total,Asian,45-54
Georgia,72.0,56.0,77.3,46.0,64.1,10,17.1,2010,Total,Hispanic,20-24
Georgia,158.0,124.0,78.3,114.0,71.8,10,8.4,2010,Total,Hispanic,25-34
Georgia,145.0,117.0,80.9,103.0,71.2,14,12.1,2010,Total,Hispanic,35-44
Georgia,84.0,71.0,84.3,66.0,78.4,5,7,2010,Total,Hispanic,45-54
Hawaii,989.0,623.0,63.0,579.0,58.6,43,7,2010,Total,Total,Total
Hawaii,482.0,327.0,67.9,302.0,62.6,26,7.8,2010,Men,Total,Total
Hawaii,507.0,296.0,58.3,278.0,54.7,18,6.1,2010,Women,Total,Total
Hawaii,198.0,128.0,64.6,119.0,60.2,9,6.8,2010,Total,White,Total
Hawaii,99.0,68.0,68.9,64.0,64.1,5,6.9,2010,Total,White,Total
Hawaii,99.0,60.0,60.2,56.0,56.2,4,6.7,2010,Total,White,Total
Hawaii,26.0,19.0,72.6,17.0,65.6,2,9.6,2010,Total,Black,Total
Hawaii,16.0,12.0,77.6,12.0,72.5,1,6.5,2010,Total,Black,Total
Hawaii,446.0,269.0,60.4,258.0,58.0,11,4,2010,Total,Asian,Total
Hawaii,207.0,138.0,66.6,132.0,63.7,6,4.3,2010,Total,Asian,Total
Hawaii,238.0,131.0,55.0,126.0,53.0,5,3.7,2010,Total,Asian,Total
Hawaii,71.0,48.0,66.7,41.0,57.8,6,13.3,2010,Total,Hispanic,Total
Hawaii,36.0,26.0,72.4,22.0,61.6,4,14.9,2010,Total,Hispanic,Total
Hawaii,35.0,21.0,60.8,19.0,53.8,2,11.5,2010,Total,Hispanic,Total
Hawaii,238.0,167.0,70.3,159.0,66.6,9,5.3,2010,Total,Total,Total
Hawaii,239.0,148.0,62.1,141.0,59.1,7,4.9,2010,Total,Total,Total
Hawaii,61.0,37.0,61.4,34.0,56.2,3,8.3,2010,Women,Total,Total
Hawaii,68.0,20.0,29.4,15.0,21.6,5,26.5,2010,Total,Total,16-19
Hawaii,89.0,64.0,72.1,57.0,64.1,7,11,2010,Total,Total,20-24
Hawaii,164.0,135.0,82.6,125.0,76.5,10,7.4,2010,Total,Total,25-34
Hawaii,153.0,126.0,82.1,117.0,76.7,8,6.7,2010,Total,Total,35-44
Hawaii,160.0,136.0,84.7,130.0,81.0,6,4.4,2010,Total,Total,45-54
Hawaii,160.0,108.0,67.3,103.0,64.2,5,4.7,2010,Total,Total,55-64
Hawaii,195.0,34.0,17.4,32.0,16.4,2,5.4,2010,Total,Total,Total
Hawaii,34.0,11.0,31.1,7.0,21.3,3,31.6,2010,Men,Total,16-19
Hawaii,42.0,31.0,72.9,27.0,64.6,4,11.4,2010,Men,Total,20-24
Hawaii,83.0,72.0,86.9,65.0,78.4,7,9.8,2010,Men,Total,25-34
Hawaii,80.0,70.0,87.6,65.0,80.9,5,7.7,2010,Men,Total,35-44
