State,year,fed-rd-obligations-dollar-thous,individuals-se-occupations,fed-rd-obligations-by-indiv-se-,patents-awarded,individuals-in-se-occupations,patents-pe-1000-individuals-s&e,foreign-born-workers-se-occ,all-workers-in-se-occupations,perc-foreign-born-se-workers,rd-performed-dollar-millions,state-gdop-dollar-millions,rd-perform-perc-of-gdp
Montana,2009,171493.7,14210.0,12068.522167487685,80.0,14210.0,5.629838142153413,435.0,15565.0,2.794731769996788,363.0,36188.0,1.0030949486017464
Nebraska,2009,220220.6,31790.0,6927.354513998112,192.0,31790.0,6.03963510537905,2740.0,28080.0,9.757834757834758,1034.0,86870.0,1.1902843329112467
Nevada,2009,558210.3,27560.0,20254.365021770685,341.0,27560.0,12.37300435413643,3335.0,25305.0,13.179213594151356,842.0,122127.0,0.6894462322009056
New Hampshire,2009,458369.4,30550.0,15003.908346972175,549.0,30550.0,17.970540098199674,3650.0,37465.0,9.742426264513544,1210.0,62523.0,1.935287814084417
New Jersey,2009,2492168.0,195690.0,12735.28540037815,2788.0,195690.0,14.247023353262817,82000.0,210835.0,38.892973178077646,20222.0,482459.0,4.191444247075917
New Mexico,2009,3695552.8,36950.0,100014.9607577808,310.0,36950.0,8.389715832205683,2930.0,36260.0,8.080529509100938,5817.0,82462.0,7.054158278964856
New York,2009,6242013.3,315480.0,19785.765500190188,5201.0,315480.0,16.485989603144414,79950.0,307075.0,26.035984694292925,16491.0,1160081.0,1.421538668420567
North Carolina,2009,2021756.8,158920.0,12721.852504404733,2017.0,158920.0,12.6919204631261,21315.0,159930.0,13.3277058713187,8111.0,411156.0,1.972730545097238
North Dakota,2009,101154.9,9930.0,10186.79758308157,80.0,9930.0,8.056394763343404,390.0,10365.0,3.762662807525326,445.0,32226.0,1.3808725873518275
Ohio,2009,4459527.0,207930.0,21447.25147886308,2334.0,207930.0,11.224931467320731,22905.0,181790.0,12.599702953957864,10093.0,482281.0,2.092763347509025
Oklahoma,2009,369962.0,45730.0,8090.137765143233,412.0,45730.0,9.009403017712662,4465.0,46045.0,9.697035508741449,1003.0,146633.0,0.6840206501947037
Oregon,2009,635230.0,69630.0,9122.935516300446,1781.0,69630.0,25.578055435875346,12175.0,79625.0,15.290423861852434,4864.0,159607.0,3.047485385979312
Pennsylvania,2009,4297551.9,,,2648.0,,,32365.0,227685.0,14.214814326811164,13479.0,582145.0,2.315402519990724
Rhode Island,2009,679452.7,18120.0,37497.389624724055,207.0,18120.0,11.42384105960265,2120.0,21620.0,9.80573543015726,1152.0,47702.0,2.4149930820510668
South Carolina,2009,661613.7,57370.0,11532.398466097262,461.0,57370.0,8.035558654348963,5430.0,62700.0,8.660287081339712,2276.0,161814.0,1.4065532030603038
South Dakota,2009,79312.6,11570.0,6855.021607605878,46.0,11570.0,3.975799481417459,160.0,8125.0,1.9692307692307691,263.0,36433.0,0.7218730272006149
Tennessee,2009,2081441.6,68970.0,30178.941568798036,635.0,68970.0,9.20690155139916,8750.0,80535.0,10.864841373315947,3925.0,252333.0,1.55548422124732
Texas,2009,6031095.4,470010.0,12831.8448543648,5861.0,470010.0,12.46994744792664,101495.0,432830.0,23.44916017836102,20027.0,1169608.0,1.7122830897189485
Utah,2009,1168540.2,51270.0,22791.889994148623,758.0,51270.0,14.784474351472596,4130.0,53745.0,7.684435761466182,2733.0,113985.0,2.397683905777076
Vermont,2009,151369.3,12780.0,11844.233176838809,437.0,12780.0,34.19405320813772,880.0,13290.0,6.621519939804364,551.0,26099.0,2.111191999693475
Virginia,2009,9381330.9,264090.0,35523.23412473021,1079.0,264090.0,4.08572835018365,48830.0,259780.0,18.796674108861342,11449.0,410967.0,2.785868451724834
Washington,2009,4156708.8,196850.0,21116.122936245876,4298.0,196850.0,21.83388366776733,43785.0,194635.0,22.495953965114182,19313.0,351245.0,5.498441258950305
West Virginia,2009,262616.5,16350.0,16062.17125382263,96.0,16350.0,5.871559633027523,1560.0,20645.0,7.556309033664325,658.0,63601.0,1.0345749280671688
Wisconsin,2009,885729.1,100850.0,8782.638572136837,1441.0,100850.0,14.28854734754586,8215.0,101475.0,8.095590046809559,4930.0,247210.0,1.9942558957970955
Wyoming,2009,65152.0,8920.0,7304.035874439462,60.0,8920.0,6.72645739910314,200.0,7075.0,2.826855123674912,141.0,36252.0,0.3889440582588547
Puerto Rico,2009,96101.1,22760.0,4222.368189806678,15.0,22760.0,0.6590509666080844,1120.0,20890.0,5.361416945907132,,96386.0,
United States,2010,138156479.8,5549980.0,24893.149128465328,107231.0,5549980.0,19.32097052601992,1235960.0,5745215.0,21.51285896176209,406600.0,15147351.0,2.684297736284054
Alabama,2010,3476887.4,68450.0,50794.55661066472,454.0,68450.0,6.632578524470416,4175.0,70280.0,5.940523619806489,3748.0,177249.0,2.114539433226704
Alaska,2010,235562.4,15430.0,15266.519766688269,28.0,15430.0,1.814646791963707,580.0,12800.0,4.53125,355.0,53332.0,0.6656416410410261
Arizona,2010,3425570.8,102870.0,33299.998055798584,1937.0,102870.0,18.829590745601244,18110.0,122815.0,14.745755811586534,5481.0,251153.0,2.182335070654143
Arkansas,2010,181782.7,29200.0,6225.434931506849,143.0,29200.0,4.897260273972603,2775.0,25500.0,10.882352941176473,596.0,101487.0,0.5872673347325272
California,2010,27226903.1,758830.0,35880.10898356681,27254.0,758830.0,35.91581777209652,309395.0,800120.0,38.66857471379293,81035.0,1954093.0,4.146936711814638
Colorado,2010,4348332.5,143210.0,30363.330074715454,2146.0,143210.0,14.984987081907688,15555.0,141110.0,11.023315144213734,6171.0,258300.0,2.389082462253194
Connecticut,2010,2193458.5,74990.0,29250.013335111347,1833.0,74990.0,24.443259101213496,19270.0,82450.0,23.37174044875682,7458.0,234700.0,3.177673625905411
Delaware,2010,129091.3,20920.0,6170.71223709369,376.0,20920.0,17.97323135755258,3820.0,17220.0,22.18350754936121,2329.0,58164.0,4.004195034729386
District of Columbia,2010,3890121.4,59870.0,64976.13829964924,81.0,59870.0,1.3529313512610657,5555.0,25070.0,22.157957718388516,3568.0,106147.0,3.36137620469726
Florida,2010,3142237.2,239600.0,13114.512520868117,2902.0,239600.0,12.1118530884808,52270.0,242925.0,21.516929093341567,8002.0,746929.0,1.0713200317566998
Georgia,2010,1519953.6,145220.0,10466.558325299546,1900.0,145220.0,13.083597300647297,31315.0,156305.0,20.034547839160616,5454.0,418091.0,1.3045006948248108
Hawaii,2010,389446.7,19500.0,19971.625641025643,124.0,19500.0,6.358974358974359,3870.0,22790.0,16.9811320754717,691.0,66873.0,1.033301930525025
Idaho,2010,478994.6,24130.0,19850.58433485288,1090.0,24130.0,45.17198508081226,1510.0,26955.0,5.601929141161195,1783.0,55588.0,3.207526804346262
Illinois,2010,2631274.2,197120.0,13348.590706168832,3623.0,197120.0,18.37966720779221,53000.0,234590.0,22.59260838057888,15822.0,666405.0,2.374231886015261
Indiana,2010,988687.7,90710.0,10899.43446147062,1504.0,90710.0,16.580310880829014,10590.0,92615.0,11.434432867246128,6340.0,282562.0,2.243755352807525
Iowa,2010,909096.3,44140.0,20595.747621205257,746.0,44140.0,16.900770276393292,5585.0,46440.0,12.026270456503015,2766.0,142234.0,1.9446827059634124
Kansas,2010,347528.5,48970.0,7096.763324484378,613.0,48970.0,12.51786808249949,5780.0,49320.0,11.719383617193836,2004.0,128591.0,1.558429439074274
Kentucky,2010,287437.3,48790.0,5891.315843410534,536.0,48790.0,10.98585775773724,3435.0,50135.0,6.851500947441908,1499.0,166409.0,0.9007926253988666
Louisiana,2010,330803.4,44200.0,7484.239819004525,301.0,44200.0,6.8099547511312215,3790.0,46220.0,8.199913457377757,1206.0,225309.0,0.5352649028667297
Maine,2010,163103.2,17470.0,9336.187750429308,202.0,17470.0,11.562678878076705,1425.0,18340.0,7.769901853871319,489.0,52256.0,0.9357777097366812
Maryland,2010,15879006.4,166700.0,95254.9874025195,1567.0,166700.0,9.4001199760048,50475.0,214930.0,23.484390266598425,18431.0,314728.0,5.856167865585522
Massachusetts,2010,8747479.4,208160.0,42022.86414296695,4921.0,208160.0,23.640468870099923,52480.0,193965.0,27.05642770602944,20658.0,411136.0,5.024614726027397
Michigan,2010,2509681.3,176570.0,14213.52041683185,3798.0,176570.0,21.5098827660418,30575.0,180490.0,16.939996675716106,14704.0,390043.0,3.769840761146848
Minnesota,2010,1062555.8,125100.0,8493.651478816946,3575.0,125100.0,28.577138289368506,19205.0,125950.0,15.248114331083764,7394.0,274231.0,2.6962670157640822
Mississippi,2010,421612.7,23770.0,17737.177114009257,156.0,23770.0,6.562894404711822,1340.0,23245.0,5.7646805764680575,856.0,93943.0,0.9111908284811004
Missouri,2010,1151046.2,102300.0,11251.673509286413,966.0,102300.0,9.442815249266864,10885.0,92890.0,11.718161266013563,9261.0,259816.0,3.5644456076608058
Montana,2010,139222.1,14620.0,9522.715458276334,101.0,14620.0,6.908344733242134,340.0,15315.0,2.220045706823376,392.0,38336.0,1.0225375626043407
Nebraska,2010,239814.4,30930.0,7753.456191399935,211.0,30930.0,6.821855803427093,3620.0,29595.0,12.231795911471531,936.0,91562.0,1.0222581420239838
Nevada,2010,379814.1,26840.0,14151.04694485842,533.0,26840.0,19.85842026825633,5125.0,27675.0,18.51851851851852,940.0,124669.0,0.753996582951656
New Hampshire,2010,350470.6,29200.0,12002.417808219176,738.0,29200.0,25.273972602739725,4635.0,37480.0,12.36659551760939,2159.0,64844.0,3.3295293319351056
New Jersey,2010,2852961.6,185360.0,15391.4630988347,3836.0,185360.0,20.694864048338367,80340.0,193650.0,41.48721920991479,17880.0,492762.0,3.6285265503427615
New Mexico,2010,3337955.4,36130.0,92387.36230279545,432.0,36130.0,11.956822585109329,3650.0,41815.0,8.72892502690422,6225.0,84612.0,7.357112466316834
New York,2010,5602221.5,,,6952.0,,,78370.0,293180.0,26.731018486936357,17243.0,1223530.0,1.409282976306261
North Carolina,2010,2151161.4,155030.0,13875.775011288137,2635.0,155030.0,16.99671031413275,22525.0,151040.0,14.913268008474576,8765.0,420028.0,2.0867656441951485
North Dakota,2010,119582.3,11050.0,10821.927601809955,104.0,11050.0,9.411764705882351,410.0,10915.0,3.756298671552909,469.0,35676.0,1.3146092611279292
Ohio,2010,4098787.4,195840.0,20929.26572712418,3216.0,195840.0,16.42156862745098,23685.0,181005.0,13.085273887461671,10050.0,500515.0,2.0079318302148788
Oklahoma,2010,429597.2,44190.0,9721.593120615524,517.0,44190.0,11.69947952025345,5425.0,50980.0,10.6414280109847,1029.0,154287.0,0.6669388866203892
Oregon,2010,675292.2,,,2036.0,,,12565.0,72820.0,17.254875034331228,5264.0,164137.0,3.207077014932648
Pennsylvania,2010,4963404.2,,,3332.0,,,34405.0,226710.0,15.175775219443342,13079.0,604737.0,2.1627583561118304
Rhode Island,2010,669845.6,18210.0,36784.49203734212,256.0,18210.0,14.058209774848985,3950.0,21295.0,18.54895515379197,1439.0,49468.0,2.908951241206436
South Carolina,2010,662205.7,56230.0,11776.733060643784,517.0,56230.0,9.194380224079673,6200.0,55810.0,11.109120229349578,2417.0,165860.0,1.457253105028337
South Dakota,2010,74962.3,11150.0,6723.076233183857,74.0,11150.0,6.63677130044843,545.0,10905.0,4.997707473635947,271.0,37853.0,0.7159274033762185
Tennessee,2010,2104843.0,71850.0,29294.96172581768,914.0,71850.0,12.720946416144743,8510.0,81200.0,10.480295566502464,3955.0,257776.0,1.5342778226056732
Texas,2010,6896125.3,451390.0,15277.532289151288,7503.0,451390.0,16.621989853563438,105055.0,442295.0,23.75224680360393,19506.0,1245959.0,1.5655410812073272
Utah,2010,1708887.0,50830.0,33619.65374778674,1006.0,50830.0,19.79146173519575,3525.0,58020.0,6.075491209927611,3207.0,118670.0,2.702452178309598
Vermont,2010,142251.3,12670.0,11227.411207576954,642.0,12670.0,50.67087608524073,820.0,13710.0,5.981035740335521,453.0,27407.0,1.6528624074141642
Virginia,2010,9111678.3,255800.0,35620.32173573104,1602.0,255800.0,6.262705238467553,54155.0,269305.0,20.10916990029892,10845.0,426992.0,2.5398602315734253
Washington,2010,3915467.3,186210.0,21027.15912142205,5240.0,186210.0,28.140271736211805,48735.0,194245.0,25.08944889186337,16695.0,365498.0,4.567740452752136
West Virginia,2010,312779.0,17070.0,18323.31575864089,120.0,17070.0,7.0298769771529,705.0,17770.0,3.9673607203151375,591.0,65999.0,0.8954681131532296
Wisconsin,2010,795572.8,99240.0,8016.654574768239,1829.0,99240.0,18.43006852075776,10010.0,101925.0,9.82094677458916,5351.0,256433.0,2.0867049092745478
Wyoming,2010,36719.8,8260.0,4445.496368038741,80.0,8260.0,9.685230024213077,630.0,9720.0,6.481481481481481,108.0,37681.0,0.2866165972240652
Puerto Rico,2010,94794.8,20850.0,4546.513189448441,26.0,20850.0,1.2470023980815348,1260.0,21365.0,5.897495904516733,,98381.0,
United States,2011,132793597.8,5794980.0,22915.281467753124,108116.0,5794980.0,18.656837469672027,1285470.0,5936205.0,21.65474406628477,426215.0,15700083.0,2.714730871168006
Alabama,2011,5202092.0,70290.0,74008.99132166737,367.0,70290.0,5.221226347986912,4765.0,67415.0,7.068159905065638,4946.0,183917.0,2.689256566820903
Alaska,2011,196454.5,15680.0,12528.985969387755,30.0,15680.0,1.913265306122449,710.0,14490.0,4.899930986887509,381.0,56896.0,0.6696428571428571
Arizona,2011,2917047.9,115330.0,25293.053845486866,1998.0,115330.0,17.324200121390792,22815.0,114940.0,19.849486688707152,6453.0,260916.0,2.4732097686611785
Arkansas,2011,178642.3,29350.0,6086.62010221465,138.0,29350.0,4.701873935264055,4080.0,27970.0,14.587057561673223,678.0,105768.0,0.641025641025641
California,2011,22768910.9,800430.0,28445.848981172618,28063.0,800430.0,35.059905300900766,328505.0,830660.0,39.54746827823658,91420.0,2023500.0,4.517914504571287
Colorado,2011,3815538.7,144750.0,26359.507426597585,2082.0,144750.0,14.38341968911917,18365.0,156160.0,11.760373975409836,6862.0,267516.0,2.56508021950089
Connecticut,2011,2425967.6,76550.0,31691.281515349445,1916.0,76550.0,25.029392553886343,17875.0,79140.0,22.58655547131665,8736.0,233159.0,3.746799394404677
Delaware,2011,114728.2,22430.0,5114.944271065538,436.0,22430.0,19.438252340615247,4335.0,20060.0,21.610169491525426,2296.0,61372.0,3.741119728866584
District of Columbia,2011,3013539.4,62660.0,48093.511011809765,97.0,62660.0,1.5480370252154485,5870.0,28970.0,20.26234035208837,3418.0,109730.0,3.1149184361614872
Florida,2011,2481826.6,244970.0,10131.14503816794,3055.0,244970.0,12.4709148058946,57165.0,250785.0,22.794425503917697,9073.0,755240.0,1.20133997139982
Georgia,2011,1421811.7,147820.0,9618.534027871736,1946.0,147820.0,13.16465972128264,30445.0,167465.0,18.179918191860985,5779.0,431654.0,1.3388037641258972
Hawaii,2011,403573.6,20100.0,20078.28855721393,93.0,20100.0,4.626865671641791,2350.0,23635.0,9.942881320076156,746.0,69084.0,1.079844826587922
Idaho,2011,430211.7,25950.0,16578.48554913295,1041.0,25950.0,40.115606936416185,2230.0,28380.0,7.857646229739252,1795.0,56941.0,3.1523858028485625
Illinois,2011,2878085.3,204420.0,14079.274532824576,3796.0,204420.0,18.569611583993737,55235.0,231850.0,23.823592840198405,15974.0,692881.0,2.305446389784104
Indiana,2011,903000.0,93640.0,9643.314822725331,1457.0,93640.0,15.559589918838103,9280.0,92445.0,10.03840121153118,7579.0,291356.0,2.601285025878993
Iowa,2011,695338.5,48930.0,14210.882893930106,807.0,48930.0,16.492949110974862,4235.0,48115.0,8.801828951470435,3144.0,148478.0,2.1174854187152303
Kansas,2011,367779.8,51530.0,7137.197748884146,685.0,51530.0,13.293227246264312,7320.0,53085.0,13.789205990392766,2081.0,136359.0,1.5261185546975264
Kentucky,2011,241959.2,51990.0,4653.956530101943,473.0,51990.0,9.097903442969802,4550.0,49225.0,9.243270695784664,1895.0,171587.0,1.1043960206775572
Louisiana,2011,597294.0,42760.0,13968.521983161834,318.0,42760.0,7.436856875584659,3595.0,47960.0,7.495829858215179,1523.0,229945.0,0.6623322968535955
Maine,2011,179968.8,17490.0,10289.811320754716,175.0,17490.0,10.005717552887363,920.0,22190.0,4.146011716989635,535.0,52576.0,1.0175745587340232
Maryland,2011,15750592.7,173020.0,91033.36435094208,1500.0,173020.0,8.669517974800602,49455.0,216070.0,22.888415791178783,19219.0,326281.0,5.890321532666628
Massachusetts,2011,7758388.4,220670.0,35158.32872615218,5131.0,220670.0,23.25191462364617,54675.0,201940.0,27.074873724868777,22022.0,425523.0,5.175278422082942
Michigan,2011,2153449.0,188380.0,11431.409916126977,3922.0,188380.0,20.819619917188664,30255.0,188865.0,16.01937892145183,16372.0,404555.0,4.0469157469318136
Minnesota,2011,949293.0,130340.0,7283.205462636182,3855.0,130340.0,29.57649225103576,15885.0,127665.0,12.442721184349663,7394.0,287039.0,2.575956577329213
Mississippi,2011,588082.5,23440.0,25088.84385665529,156.0,23440.0,6.655290102389079,1505.0,23925.0,6.290491118077325,941.0,96218.0,0.9779874867488412
Missouri,2011,1193265.6,106930.0,11159.315440007482,880.0,106930.0,8.2296829701674,8415.0,96490.0,8.72111099595813,,262067.0,
Montana,2011,181657.3,14960.0,12142.867647058823,99.0,14960.0,6.617647058823529,535.0,13775.0,3.883847549909256,408.0,40995.0,0.995243322356385
Nebraska,2011,262173.0,33800.0,7756.597633136095,209.0,33800.0,6.183431952662722,3910.0,30780.0,12.703053931124106,1115.0,99921.0,1.1158815464216731
Nevada,2011,478098.5,28370.0,16852.255904124075,554.0,28370.0,19.527670074021856,3895.0,28740.0,13.552540013917886,889.0,127678.0,0.696282836510597
New Hampshire,2011,406011.8,29260.0,13876.001367053996,750.0,29260.0,25.63226247436774,4770.0,38500.0,12.38961038961039,2471.0,66153.0,3.735280334981029
New Jersey,2011,2582709.2,182210.0,14174.354865265354,3814.0,182210.0,20.93189177322869,87220.0,219000.0,39.82648401826484,15705.0,495966.0,3.166547706899264
New Mexico,2011,3456208.0,35520.0,97303.15315315317,396.0,35520.0,11.14864864864865,3815.0,38815.0,9.828674481514875,6070.0,87063.0,6.971962831512812
New York,2011,5042119.6,310510.0,16238.18749798718,6914.0,310510.0,22.266593668480887,83580.0,299935.0,27.86603764148899,18566.0,1247606.0,1.4881300667037511
North Carolina,2011,2060306.3,161880.0,12727.367803311095,2673.0,161880.0,16.512231282431433,27190.0,160390.0,16.952428455639378,9356.0,431723.0,2.167130312723668
North Dakota,2011,117702.5,12070.0,9751.6570008285,91.0,12070.0,7.539353769676885,840.0,9630.0,8.722741433021806,504.0,41588.0,1.2118880446282585
Ohio,2011,3554656.3,208140.0,17078.198808494282,3166.0,208140.0,15.210915729797252,24435.0,190425.0,12.831823552579754,10359.0,528190.0,1.961226073950662
Oklahoma,2011,462535.7,47090.0,9822.376300700786,488.0,47090.0,10.363134423444468,3680.0,49370.0,7.453919384241442,1207.0,166236.0,0.7260761808513199
Oregon,2011,711080.7,,,1959.0,,,10045.0,73525.0,13.662019721183272,5515.0,170631.0,3.232120775240138
Pennsylvania,2011,4512982.4,,,3223.0,,,35915.0,230770.0,15.56311478961737,13651.0,624820.0,2.184789219295157
Rhode Island,2011,610133.1,19450.0,31369.311053984573,278.0,19450.0,14.29305912596401,4065.0,22145.0,18.356288101151502,1396.0,50206.0,2.7805441580687567
South Carolina,2011,496684.2,61020.0,8139.695181907571,653.0,61020.0,10.701409373975746,4405.0,60890.0,7.234357037280341,2389.0,172075.0,1.388348104024408
South Dakota,2011,61087.0,11790.0,5181.255301102629,96.0,11790.0,8.142493638676845,815.0,10410.0,7.829010566762728,293.0,41892.0,0.6994175498901938
Tennessee,2011,1898594.7,77630.0,24456.97153162437,972.0,77630.0,12.52093262913822,8920.0,85285.0,10.459049070762736,4218.0,269814.0,1.5632991616446883
Texas,2011,5475367.0,469080.0,11672.565447258465,7508.0,469080.0,16.005798584463204,110020.0,477695.0,23.03143218999571,20623.0,1341334.0,1.5374992358353698
Utah,2011,1756403.3,51350.0,34204.54333008764,1043.0,51350.0,20.311587147030185,3970.0,58630.0,6.77127750298482,3276.0,125565.0,2.6090072870624774
Vermont,2011,124444.4,13100.0,9499.57251908397,513.0,13100.0,39.160305343511446,550.0,11785.0,4.666949512091642,519.0,28419.0,1.8262430064393536
Virginia,2011,8287062.9,267620.0,30965.78320005979,1588.0,267620.0,5.933786712502802,59525.0,269805.0,22.06223012916736,11166.0,435180.0,2.565834826968151
Washington,2011,4931381.2,196760.0,25062.925391339704,4748.0,196760.0,24.130920918885952,46375.0,192915.0,24.039084570925016,17979.0,379575.0,4.736613317526181
West Virginia,2011,239806.5,18300.0,13104.180327868851,101.0,18300.0,5.519125683060109,880.0,21230.0,4.145077720207254,597.0,69234.0,0.8622930929889938
Wisconsin,2011,742243.1,102320.0,7254.13506645817,1772.0,102320.0,17.3182173573104,9875.0,102825.0,9.60369559931923,5605.0,266364.0,2.1042633388896395
Wyoming,2011,37192.8,8440.0,4406.729857819905,63.0,8440.0,7.464454976303317,195.0,6235.0,3.127506014434643,115.0,39751.0,0.2893008980906141
Puerto Rico,2011,97350.8,20990.0,4637.960933777989,26.0,20990.0,1.2386850881372082,1210.0,22805.0,5.305853979390484,188.0,100352.0,0.1873405612244897
United States,2012,135995440.6,5968240.0,22786.52343069313,120489.0,5968240.0,20.18836373872364,1347870.0,6095025.0,22.114265322947816,433716.0,16355535.0,2.651799528416527
Alabama,2012,5159117.2,72880.0,70789.2041712404,433.0,72880.0,5.941273326015368,4400.0,75115.0,5.857684883179125,3924.0,189246.0,2.073491645794363
Alaska,2012,159055.9,16260.0,9782.035670356703,31.0,16260.0,1.906519065190652,785.0,16265.0,4.826314171533968,292.0,58284.0,0.5009951273076659
Arizona,2012,2405217.2,116930.0,20569.71863508082,2179.0,116930.0,18.63508081758317,20025.0,121985.0,16.41595278107964,6510.0,271440.0,2.398320070733864
Arkansas,2012,183826.6,29530.0,6225.079580088046,179.0,29530.0,6.061632238401626,2980.0,28760.0,10.361613351877608,636.0,108492.0,0.5862183386793497
California,2012,18036282.2,821780.0,21947.82326170021,32016.0,821780.0,38.95933218136241,339395.0,854635.0,39.71227483077571,97531.0,2113096.0,4.615549885097506
Colorado,2012,3744745.1,149020.0,25129.144410146288,2424.0,149020.0,16.266272983492147,16040.0,154885.0,10.356070633050328,6455.0,276823.0,2.331814914223168
Connecticut,2012,2231082.3,78450.0,28439.544933078392,2109.0,78450.0,26.883365200764818,19960.0,84285.0,23.681556623361217,8681.0,240912.0,3.603390449624759
Delaware,2012,108745.5,23440.0,4639.313139931741,447.0,23440.0,19.06996587030717,5150.0,21640.0,23.798521256931608,2614.0,62355.0,4.192125731697538
District of Columbia,2012,3339296.3,63600.0,52504.658805031446,106.0,63600.0,1.6666666666666667,4555.0,28045.0,16.24175432340881,3133.0,112157.0,2.7934056724056457
Florida,2012,2355838.5,248300.0,9487.87152637938,3600.0,248300.0,14.49859041482078,59975.0,255655.0,23.45934951399347,8289.0,778545.0,1.0646783422923531
Georgia,2012,1133313.9,148830.0,7614.821608546664,2122.0,148830.0,14.257878115971245,32245.0,163865.0,19.677783541329752,5952.0,447765.0,1.3292687012160398
Hawaii,2012,382507.5,20930.0,18275.561395126613,117.0,20930.0,5.590062111801243,3925.0,24230.0,16.198926950061907,676.0,71905.0,0.9401293373200752
Idaho,2012,446936.4,25260.0,17693.444180522565,930.0,25260.0,36.81710213776722,2090.0,25940.0,8.057054741711642,1850.0,58324.0,3.171936081201564
Illinois,2012,2399463.2,220170.0,10898.229549893264,4285.0,220170.0,19.462233728482538,62320.0,249230.0,25.005015447578543,16736.0,726399.0,2.3039679294712685
Indiana,2012,838297.1,94620.0,8859.618473895582,1751.0,94620.0,18.50560135277954,8970.0,91725.0,9.779231398201144,7541.0,300514.0,2.509367284053322
Iowa,2012,613268.5,50950.0,12036.67320902846,860.0,50950.0,16.8792934249264,5840.0,50890.0,11.475731970917666,2605.0,158538.0,1.6431391842965093
Kansas,2012,231602.4,50930.0,4547.465148242685,980.0,50930.0,19.242096995876693,7010.0,51735.0,13.549821204213783,2629.0,141818.0,1.8537844279287536
Kentucky,2012,308087.2,51830.0,5944.18676442215,534.0,51830.0,10.302913370634768,4150.0,48725.0,8.517188301693176,1708.0,178144.0,0.958774923657266
Louisiana,2012,313773.9,45920.0,6833.05531358885,359.0,45920.0,7.817944250871079,4040.0,49915.0,8.09375939096464,1112.0,235385.0,0.4724175287295282
Maine,2012,247753.3,17910.0,13833.23841429369,203.0,17910.0,11.334450027917365,980.0,19635.0,4.991087344028521,532.0,53680.0,0.9910581222056632
Maryland,2012,15597817.8,179550.0,86871.72263993317,1618.0,179550.0,9.011417432470065,50310.0,229400.0,21.93112467306016,18354.0,332524.0,5.519601592666996
Massachusetts,2012,6279277.9,229160.0,27401.282510036657,5672.0,229160.0,24.75126549135975,58060.0,204320.0,28.41620986687549,24129.0,442917.0,5.447747546380022
Michigan,2012,2206422.4,198610.0,11109.321786415589,4555.0,198610.0,22.934394038568048,35890.0,196200.0,18.292558613659534,17844.0,422691.0,4.221523524276599
Minnesota,2012,961092.2,131690.0,7298.14108892095,3919.0,131690.0,29.75928316500873,21710.0,131625.0,16.493827160493826,7381.0,298328.0,2.474122442412378
Mississippi,2012,542610.4,23640.0,22953.062605752963,150.0,23640.0,6.345177664974619,895.0,24595.0,3.6389510063020944,1143.0,100448.0,1.1379021981522777
Missouri,2012,1122802.9,109650.0,10239.880528955768,1043.0,109650.0,9.512083903328774,9870.0,99415.0,9.928079263692602,8235.0,271535.0,3.032758207965824
Montana,2012,190191.2,15360.0,12382.239583333334,127.0,15360.0,8.268229166666666,480.0,17515.0,2.7405081358835286,366.0,42341.0,0.8644103823716964
Nebraska,2012,261912.2,34720.0,7543.554147465438,286.0,34720.0,8.237327188940093,2870.0,33535.0,8.558222752348293,1105.0,102726.0,1.0756770437863832
Nevada,2012,481733.8,27000.0,17841.992592592593,747.0,27000.0,27.666666666666664,4365.0,30055.0,14.523373814673098,845.0,129313.0,0.6534532490932853
New Hampshire,2012,490720.9,28950.0,16950.635578583766,736.0,28950.0,25.42314335060449,4670.0,39035.0,11.963622390162676,2345.0,68498.0,3.423457619200561
New Jersey,2012,2166953.3,181480.0,11940.452391448092,4213.0,181480.0,23.21467930350452,89045.0,212855.0,41.833642620563296,17630.0,517196.0,3.408765729046628
New Mexico,2012,3378590.5,35310.0,95683.67318040215,439.0,35310.0,12.4327386009629,3090.0,36550.0,8.454172366621068,5905.0,87925.0,6.715951094682969
New York,2012,4727246.9,321480.0,14704.637613537392,7572.0,321480.0,23.55356476297126,83885.0,308925.0,27.153839928785303,18249.0,1328234.0,1.373929593731225
North Carolina,2012,1922260.1,167900.0,11448.839189994043,2984.0,167900.0,17.772483621203097,27085.0,166625.0,16.255063765941486,9382.0,445095.0,2.107864613172469
North Dakota,2012,88065.3,13120.0,6712.294207317073,97.0,13120.0,7.393292682926829,545.0,9440.0,5.773305084745763,480.0,51833.0,0.9260509713888836
Ohio,2012,3436330.7,,,3396.0,,,28180.0,196110.0,14.36948651267146,10928.0,545740.0,2.002418734195771
Oklahoma,2012,449812.6,50420.0,8921.312971043235,466.0,50420.0,9.242364141213804,5705.0,51195.0,11.143666373669303,1044.0,174874.0,0.5970012694854582
Oregon,2012,632076.1,75780.0,8340.935603061494,2073.0,75780.0,27.355502771179733,13510.0,78445.0,17.222257632736312,6031.0,174611.0,3.453963381459358
Pennsylvania,2012,3724885.5,,,3489.0,,,37245.0,237565.0,15.677814492875632,13210.0,647926.0,2.0388130743325625
Rhode Island,2012,557413.0,20180.0,27622.051536174436,302.0,20180.0,14.965312190287412,2995.0,18620.0,16.08485499462943,1291.0,51583.0,2.50276253804548
South Carolina,2012,555366.8,63170.0,8791.622605667248,826.0,63170.0,13.075827133132815,5405.0,68275.0,7.91651409740022,2660.0,177618.0,1.49759596437298
