State,year,fed-rd-obligations-dollar-thous,individuals-se-occupations,fed-rd-obligations-by-indiv-se-,patents-awarded,individuals-in-se-occupations,patents-pe-1000-individuals-s&e,foreign-born-workers-se-occ,all-workers-in-se-occupations,perc-foreign-born-se-workers,rd-performed-dollar-millions,state-gdop-dollar-millions,rd-perform-perc-of-gdp
South Dakota,2012,63168.0,12000.0,5264.0,120.0,12000.0,10.0,580.0,10885.0,5.32843362425356,266.0,43902.0,0.6058949478383673
Tennessee,2012,2111930.8,79830.0,26455.352624326693,919.0,79830.0,11.511962921207566,10460.0,87740.0,11.92158650558468,4328.0,286342.0,1.5114792800217922
Texas,2012,5619672.8,493980.0,11376.316450058706,8303.0,493980.0,16.808372808615733,119685.0,470570.0,25.434048069362685,20673.0,1421180.0,1.4546362881549135
Utah,2012,972325.4,54720.0,17769.104532163743,1134.0,54720.0,20.723684210526315,5750.0,60975.0,9.43009430094301,2912.0,129513.0,2.2484229382378604
Vermont,2012,103372.1,12870.0,8032.020202020202,492.0,12870.0,38.22843822843823,700.0,14255.0,4.910557699052964,592.0,29241.0,2.024554563797408
Virginia,2012,8129998.8,274280.0,29641.23815079481,1698.0,274280.0,6.190753974041126,54910.0,269440.0,20.37930522565321,10101.0,445974.0,2.2649302425701947
Washington,2012,2757413.7,,,5367.0,,,52605.0,208300.0,25.25444071051368,17678.0,400531.0,4.413640891716247
West Virginia,2012,263276.0,19900.0,13229.949748743718,133.0,19900.0,6.683417085427135,1580.0,22595.0,6.9926974994467805,627.0,70322.0,0.8916128665282557
Wisconsin,2012,734287.6,103030.0,7126.930020382413,1805.0,103030.0,17.51916917402698,9280.0,108365.0,8.563650625201864,5698.0,277107.0,2.0562454214437023
Wyoming,2012,75588.9,8710.0,8678.404133180251,103.0,8710.0,11.82548794489093,120.0,7210.0,1.6643550624133148,106.0,38855.0,0.2728091622699781
Puerto Rico,2012,71336.2,21750.0,3279.825287356321,37.0,21750.0,1.7011494252873562,1555.0,27230.0,5.710613294160852,164.0,101565.0,0.1614729483581942
United States,2013,122985239.6,6139220.0,20032.71418844739,133158.0,6139220.0,21.68972605640456,1419880.0,6355655.0,22.34041967350336,454271.0,16945646.0,2.6807535103707467
Alabama,2013,4716401.1,76650.0,61531.651663405086,517.0,76650.0,6.744944553163731,5095.0,72160.0,7.06069844789357,3920.0,194787.0,2.0124546299291017
Alaska,2013,185467.5,15210.0,12193.78698224852,51.0,15210.0,3.353057199211045,1420.0,18595.0,7.636461414358699,318.0,57248.0,0.5554779206260481
Arizona,2013,2369256.1,123410.0,19198.250546957297,2208.0,123410.0,17.891580909164574,21830.0,129590.0,16.84543560459912,6712.0,278592.0,2.40925798300023
Arkansas,2013,167347.8,30660.0,5458.180039138943,165.0,30660.0,5.38160469667319,2915.0,32925.0,8.85345482156416,611.0,113227.0,0.539623941286089
California,2013,16180809.6,849510.0,19047.226754246567,36087.0,849510.0,42.47978246283152,357455.0,883910.0,40.44020318810739,104676.0,2220390.0,4.71430694607704
Colorado,2013,3394037.0,154020.0,22036.339436436825,2782.0,154020.0,18.06258927412025,19920.0,159235.0,12.509812541212671,6740.0,292141.0,2.3071051307416623
Connecticut,2013,2516607.6,78850.0,31916.393151553584,2188.0,78850.0,27.74889029803424,19715.0,82770.0,23.819016551890783,9124.0,241517.0,3.777787898988477
Delaware,2013,112267.8,22030.0,5096.132546527462,479.0,22030.0,21.74307762142533,6415.0,21185.0,30.28085909841869,2521.0,61716.0,4.084840235919373
District of Columbia,2013,3908128.4,65300.0,59848.8269525268,127.0,65300.0,1.9448698315467077,4935.0,29880.0,16.516064257028113,4189.0,114540.0,3.6572376462371214
Florida,2013,2282028.9,250330.0,9116.082371269924,3881.0,250330.0,15.503535333359965,61260.0,258100.0,23.73498643936459,8856.0,811752.0,1.0909735978476185
Georgia,2013,1129956.4,160820.0,7026.218132073125,2482.0,160820.0,15.433403805496829,35315.0,178310.0,19.805395098424093,6191.0,464753.0,1.3321054409546575
Hawaii,2013,347960.8,21140.0,16459.829706717122,121.0,21140.0,5.723746452223273,4140.0,23270.0,17.791147400085947,659.0,74555.0,0.8839112064918516
Idaho,2013,380813.6,25850.0,14731.667311411991,996.0,25850.0,38.52998065764023,3135.0,26120.0,12.00229709035222,1928.0,61836.0,3.117924833430364
Illinois,2013,2327485.7,226850.0,10260.02071853648,4605.0,226850.0,20.299757549041217,60785.0,248350.0,24.475538554459437,16932.0,741122.0,2.2846440936849803
Indiana,2013,692598.2,100870.0,6866.245662734212,1904.0,100870.0,18.875780707841777,10645.0,100510.0,10.59098597154512,7958.0,312139.0,2.5495051883936326
Iowa,2013,560471.1,52440.0,10687.854691075514,944.0,52440.0,18.001525553012968,7095.0,55200.0,12.853260869565217,2875.0,162200.0,1.7725030826140569
Kansas,2013,234253.7,51240.0,4571.69594067135,1015.0,51240.0,19.80874316939891,6250.0,56320.0,11.097301136363637,2513.0,144483.0,1.7393049701348948
Kentucky,2013,306846.3,53920.0,5690.769658753708,559.0,53920.0,10.367210682492582,4750.0,53940.0,8.806080830552466,1852.0,184524.0,1.0036634800893107
Louisiana,2013,277975.5,46750.0,5946.0,394.0,46750.0,8.427807486631016,5965.0,52765.0,11.304842224959726,1075.0,230833.0,0.4657046436168138
Maine,2013,169886.8,18840.0,9017.346072186836,227.0,18840.0,12.048832271762208,1470.0,21445.0,6.854744695733271,554.0,54470.0,1.0170736185055995
Maryland,2013,15605883.1,186780.0,83552.21704679301,1739.0,186780.0,9.31041867437627,48890.0,227850.0,21.457098968619707,19105.0,340578.0,5.60958135874895
Massachusetts,2013,5690762.6,227780.0,24983.59206251646,6421.0,227780.0,28.189481078233385,64255.0,224085.0,28.67438695138005,24128.0,454321.0,5.310782464380911
Michigan,2013,1826142.8,207800.0,8787.982675649664,5059.0,207800.0,24.345524542829644,36605.0,198125.0,18.47570977917981,18805.0,437274.0,4.3005072334508805
Minnesota,2013,939742.0,133580.0,7035.050157209163,4276.0,133580.0,32.01078005689474,20200.0,134340.0,15.036474616644336,7845.0,311126.0,2.5214864717188537
Mississippi,2013,567723.4,24320.0,23343.88980263158,161.0,24320.0,6.620065789473684,1435.0,24220.0,5.924855491329479,1063.0,102371.0,1.0383800099637592
Missouri,2013,1056304.9,105730.0,9990.588290929723,1204.0,105730.0,11.387496453229923,9845.0,101575.0,9.69234555746985,8365.0,280571.0,2.981420032718991
Montana,2013,134505.2,15570.0,8638.74116891458,121.0,15570.0,7.771355170199101,385.0,15550.0,2.4758842443729905,335.0,43688.0,0.7668009522065555
Nebraska,2013,200522.5,36480.0,5496.779057017544,304.0,36480.0,8.333333333333334,2600.0,32930.0,7.895535985423625,1108.0,107261.0,1.0329942849684417
Nevada,2013,584581.6,26850.0,21772.12662942272,839.0,26850.0,31.247672253258845,5920.0,36480.0,16.228070175438596,761.0,132086.0,0.576139787714065
New Hampshire,2013,296212.7,28460.0,10408.035839775124,848.0,28460.0,29.796205200281097,4925.0,40310.0,12.217811957330689,2426.0,70476.0,3.4423066008286507
New Jersey,2013,1726855.8,184720.0,9348.504763967085,4690.0,184720.0,25.38977912516241,91340.0,219260.0,41.658305208428345,15877.0,534178.0,2.9722302303726478
New Mexico,2013,3421466.1,34900.0,98036.27793696275,456.0,34900.0,13.065902578796562,3500.0,36250.0,9.655172413793103,5803.0,88757.0,6.53807587007222
New York,2013,4605209.9,333710.0,13800.035659704536,8397.0,333710.0,25.162566300080908,88280.0,327185.0,26.98167703287131,18619.0,1365529.0,1.3635008850050054
North Carolina,2013,1759195.6,173960.0,10112.644286042769,3114.0,173960.0,17.90066681995861,30970.0,188950.0,16.390579518391107,11318.0,462269.0,2.4483579906937303
North Dakota,2013,89515.2,12520.0,7149.776357827476,109.0,12520.0,8.706070287539935,535.0,10135.0,5.278737049827331,489.0,54271.0,0.901033701240073
Ohio,2013,2425733.9,218030.0,11125.688666697244,3721.0,218030.0,17.066458744209513,24790.0,208450.0,11.8925401775006,11164.0,566532.0,1.970585951014241
Oklahoma,2013,262352.2,51900.0,5054.955684007707,553.0,51900.0,10.655105973025048,4805.0,56925.0,8.440931049626702,1016.0,182695.0,0.556118120364542
Oregon,2013,528961.2,79040.0,6692.322874493927,2179.0,79040.0,27.56831983805668,14760.0,88985.0,16.587065235713887,6483.0,179528.0,3.611135867385589
Pennsylvania,2013,3295420.7,243850.0,13514.13040803773,3961.0,243850.0,16.24359237236006,38240.0,244775.0,15.622510468797875,14743.0,668569.0,2.2051575828373733
Rhode Island,2013,486437.3,20740.0,23454.06460945034,306.0,20740.0,14.75409836065574,3615.0,21065.0,17.16116781390933,1328.0,53034.0,2.504054003092356
South Carolina,2013,397476.6,65140.0,6101.882100092109,855.0,65140.0,13.125575683143998,6650.0,69265.0,9.600808489135929,1949.0,185009.0,1.0534622639979678
South Dakota,2013,56606.9,12770.0,4432.803445575568,149.0,12770.0,11.667971808927172,780.0,11855.0,6.5795023196963305,308.0,45361.0,0.678997376601045
Tennessee,2013,2118645.4,,,1004.0,,,9690.0,91485.0,10.59190031152648,4146.0,295863.0,1.401324261567009
Texas,2013,5234155.9,514400.0,10175.264191290826,9173.0,514400.0,17.832426127527217,131150.0,511815.0,25.6244932250911,21690.0,1515196.0,1.431497971219565
Utah,2013,918646.9,57980.0,15844.203173508104,1239.0,57980.0,21.36943773715074,6325.0,68620.0,9.2174293208977,3825.0,135450.0,2.823920265780731
Vermont,2013,102953.6,12920.0,7968.544891640868,535.0,12920.0,41.40866873065016,875.0,11905.0,7.34985300293994,533.0,29290.0,1.8197336975076817
Virginia,2013,6487534.9,276230.0,23485.989573905805,1900.0,276230.0,6.878326032653948,56185.0,272535.0,20.615700735685323,9430.0,457641.0,2.060567125760148
Washington,2013,3433474.3,209710.0,16372.487244289732,5808.0,209710.0,27.695388870344765,58115.0,214740.0,27.06295985843345,18005.0,419092.0,4.296192721407232
West Virginia,2013,171448.8,19490.0,8796.757311441765,150.0,19490.0,7.6962544894817855,855.0,20165.0,4.240019836350112,616.0,71482.0,0.8617554069555972
Wisconsin,2013,654032.7,106210.0,6157.920158177196,2024.0,106210.0,19.05658600885039,11075.0,107330.0,10.318643436131556,5718.0,284271.0,2.011460894709626
Wyoming,2013,41206.8,,,101.0,,,490.0,7220.0,6.786703601108034,107.0,39290.0,0.2723339272079409
Puerto Rico,2013,82562.5,22790.0,3622.751206669592,22.0,22790.0,0.9653356735410268,1285.0,26695.0,4.813635512268215,168.0,102450.0,0.1639824304538799
United States,2014,127927191.5,6318580.0,20246.19321113288,144048.0,6318580.0,22.797527292524585,1499320.0,6603780.0,22.703966516146814,475969.0,17653133.0,2.6962296154455982
Alabama,2014,4483708.9,74480.0,60200.173200859295,498.0,74480.0,6.686358754027927,4525.0,74745.0,6.053916649943139,4616.0,197407.0,2.3383162704463367
Alaska,2014,136903.7,14920.0,9175.851206434316,52.0,14920.0,3.485254691689008,1230.0,14065.0,8.745111980092428,289.0,56485.0,0.5116402584757015
Arizona,2014,1606031.8,127760.0,12570.693487789606,2493.0,127760.0,19.51314965560426,21495.0,122740.0,17.51262832002607,6936.0,287667.0,2.4111211922118283
Arkansas,2014,190882.5,32050.0,5955.772230889235,210.0,32050.0,6.55226209048362,4100.0,34795.0,11.783302198591752,636.0,116139.0,0.5476196626456229
California,2014,15798680.6,880850.0,17935.72185956746,40505.0,880850.0,45.98399273429074,376700.0,933140.0,40.36907645155068,114845.0,2335287.0,4.917810958567405
Colorado,2014,3611356.7,160700.0,22472.66148102054,3125.0,160700.0,19.44617299315495,19070.0,163600.0,11.656479217603913,6775.0,309543.0,2.188710453798018
Connecticut,2014,2286989.5,79000.0,28949.23417721519,2291.0,79000.0,29.0,21520.0,88970.0,24.187928515229853,10219.0,246597.0,4.144008240165128
Delaware,2014,130090.7,22830.0,5698.234778799825,466.0,22830.0,20.41173893999124,5720.0,22555.0,25.360230547550437,2732.0,68355.0,3.9967815083022455
District of Columbia,2014,3980138.4,68820.0,57834.03661726242,154.0,68820.0,2.2377215925603022,4940.0,28810.0,17.146824019437695,3935.0,119415.0,3.2952309173889374
Florida,2014,2447584.0,257450.0,9507.026607108177,4155.0,257450.0,16.13905612740338,62850.0,291480.0,21.562371346233014,9009.0,851692.0,1.0577767549771513
Georgia,2014,1253097.2,169940.0,7373.762504413322,2660.0,169940.0,15.652583264681653,38220.0,192890.0,19.814401990771945,6881.0,490079.0,1.4040593455340873
Hawaii,2014,326464.1,20900.0,15620.291866028709,124.0,20900.0,5.9330143540669855,4715.0,25420.0,18.548387096774192,639.0,76773.0,0.8323238638583876
Idaho,2014,597924.9,26460.0,22597.31292517007,1022.0,26460.0,38.62433862433863,1460.0,26295.0,5.552386385244343,2130.0,64575.0,3.2984901277584204
Illinois,2014,2368557.9,235380.0,10062.69819016059,5139.0,235380.0,21.832781034922256,64620.0,266350.0,24.261310305988363,15964.0,771356.0,2.069602103308978
Indiana,2014,771216.1,104000.0,7415.539423076922,2083.0,104000.0,20.028846153846157,14140.0,109255.0,12.94219944167315,7343.0,327958.0,2.239006214210356
Iowa,2014,512177.4,53440.0,9584.157934131736,999.0,53440.0,18.693862275449103,5800.0,56200.0,10.320284697508896,3003.0,173096.0,1.7348754448398576
Kansas,2014,187149.1,50120.0,3734.020351157223,946.0,50120.0,18.874700718276134,7785.0,55805.0,13.950362870710508,2510.0,150184.0,1.671283225909551
Kentucky,2014,296741.8,54350.0,5459.830726770929,649.0,54350.0,11.941122355105795,5800.0,54985.0,10.548331363099027,1717.0,187984.0,0.91337560643459
Louisiana,2014,284516.1,49120.0,5792.265879478827,425.0,49120.0,8.65228013029316,5450.0,58720.0,9.28133514986376,1120.0,240737.0,0.4652379983135122
Maine,2014,131090.5,19410.0,6753.760947964966,200.0,19410.0,10.303967027305513,2025.0,20155.0,10.04713470602828,596.0,56411.0,1.0565315275389553
Maryland,2014,16890454.0,190080.0,88859.7117003367,1850.0,190080.0,9.732744107744107,56410.0,228330.0,24.705470152848942,20211.0,352761.0,5.729374845858811
Massachusetts,2014,6268540.4,230480.0,27197.76292953836,6737.0,230480.0,29.23030197847969,62935.0,228240.0,27.574044865054333,27945.0,470469.0,5.939817501259382
Michigan,2014,1852690.5,219630.0,8435.507444338205,5270.0,219630.0,23.994900514501666,36910.0,214420.0,17.213879302303887,19764.0,451773.0,4.374763432077614
Minnesota,2014,947366.2,140190.0,6757.7302232684215,4582.0,140190.0,32.684214280619166,24195.0,147305.0,16.42510437527579,8244.0,324751.0,2.5385603123623945
Mississippi,2014,589504.7,24860.0,23712.98069187449,157.0,24860.0,6.315366049879324,1315.0,24240.0,5.424917491749175,1125.0,104300.0,1.078619367209971
Missouri,2014,1038637.1,106980.0,9708.703495980557,1263.0,106980.0,11.805945036455412,10570.0,99440.0,10.629525341914722,7957.0,287508.0,2.767575163125896
Montana,2014,170536.2,15540.0,10974.015444015444,113.0,15540.0,7.271557271557271,670.0,17575.0,3.812233285917496,464.0,45177.0,1.0270712973415677
Nebraska,2014,234061.2,36220.0,6462.208724461623,354.0,36220.0,9.7736057426836,3255.0,33065.0,9.844246181763197,1094.0,111946.0,0.9772568917156488
Nevada,2014,509952.1,26890.0,18964.377091855706,818.0,26890.0,30.420230568984756,5275.0,33035.0,15.967912819736643,817.0,136009.0,0.6006955422067657
New Hampshire,2014,335944.4,28320.0,11862.44350282486,910.0,28320.0,32.132768361581924,5420.0,38060.0,14.240672622175513,2424.0,72995.0,3.32077539557504
New Jersey,2014,1968461.4,188240.0,10457.189757756056,4955.0,188240.0,26.322779430514235,95975.0,231625.0,41.43550998381004,15370.0,542843.0,2.831389554622608
New Mexico,2014,3714234.0,36180.0,102659.86733001658,436.0,36180.0,12.05085682697623,3910.0,34705.0,11.266388128511744,5816.0,92186.0,6.308984010587292
New York,2014,4580635.0,348740.0,13134.813901473875,8755.0,348740.0,25.104662499283133,91645.0,336520.0,27.233151075716155,20820.0,1430923.0,1.4550049164071024
North Carolina,2014,1880502.6,181030.0,10387.79539302878,3444.0,181030.0,19.024471082141083,30145.0,182635.0,16.50559859829715,11343.0,483191.0,2.3475188900455515
North Dakota,2014,80497.7,12970.0,6206.4533538936,99.0,12970.0,7.632999228989977,990.0,10925.0,9.061784897025172,523.0,59926.0,0.8727430497613724
Ohio,2014,2454492.8,219830.0,11165.413273893462,3765.0,219830.0,17.126870763772008,32010.0,219670.0,14.57185778668002,12005.0,595641.0,2.0154757647643464
Oklahoma,2014,316784.1,52910.0,5987.225477225476,576.0,52910.0,10.886410886410886,4975.0,52905.0,9.403648048388622,1113.0,196632.0,0.5660319785182473
Oregon,2014,601516.2,80470.0,7475.036659624704,2401.0,80470.0,29.83720641232757,14950.0,88410.0,16.909851826716434,7279.0,188121.0,3.869318151615184
Pennsylvania,2014,3695261.8,248750.0,14855.323819095476,4076.0,248750.0,16.38592964824121,42030.0,250390.0,16.785814129957267,14898.0,694143.0,2.1462436414398764
Rhode Island,2014,555287.2,21210.0,26180.443187175857,350.0,21210.0,16.5016501650165,3830.0,22010.0,17.401181281235804,1298.0,54560.0,2.379032258064516
South Carolina,2014,476363.2,67300.0,7078.205052005944,927.0,67300.0,13.774145616641905,7420.0,74915.0,9.904558499632918,2034.0,194353.0,1.0465493200516585
South Dakota,2014,68794.7,13220.0,5203.835098335855,129.0,13220.0,9.757942511346444,395.0,10965.0,3.602371181030552,271.0,46785.0,0.579245484663888
Tennessee,2014,2023051.8,86680.0,23339.314720812185,1102.0,86680.0,12.71342870327642,10720.0,92980.0,11.529361152936117,4245.0,306153.0,1.3865616211502092
Texas,2014,4678422.7,541060.0,8646.772446678742,9922.0,541060.0,18.33807710789931,141200.0,533175.0,26.48286209968585,22467.0,1579300.0,1.4225922877224086
Utah,2014,1221843.6,62810.0,19453.01066709123,1383.0,62810.0,22.018786817385767,6515.0,63275.0,10.29632556301857,3669.0,142150.0,2.5810763278227227
Vermont,2014,115659.2,13280.0,8709.277108433735,553.0,13280.0,41.64156626506024,760.0,12665.0,6.000789577575997,422.0,30099.0,1.4020399348815575
Virginia,2014,7651664.1,272410.0,28088.77831210308,2108.0,272410.0,7.738335597077934,62570.0,289350.0,21.624330395714534,10489.0,465182.0,2.2548163944434654
Washington,2014,3565307.8,208630.0,17089.142501078462,6433.0,208630.0,30.83449168384221,55395.0,221570.0,25.001128311594528,18987.0,440648.0,4.308881465478114
West Virginia,2014,208016.7,20110.0,10343.943311785182,137.0,20110.0,6.812531079065142,1010.0,19235.0,5.250844814140889,604.0,72648.0,0.8314062327937453
Wisconsin,2014,701051.7,112540.0,6229.355784609916,2097.0,112540.0,18.63337480007109,12385.0,119075.0,10.401007768213312,5789.0,295696.0,1.957753909420486
Wyoming,2014,45839.7,9050.0,5065.160220994475,104.0,9050.0,11.49171270718232,390.0,8385.0,4.651162790697675,123.0,40311.0,0.3051276326560988
Puerto Rico,2014,71036.7,23320.0,3046.170668953688,41.0,23320.0,1.758147512864494,980.0,23710.0,4.133277098270772,127.0,102446.0,0.1239677488628155
United States,2015,125846296.8,6536860.0,19251.79624468017,140517.0,6536860.0,21.49610057428184,1597520.0,6869665.0,23.25470019280416,494499.0,18309399.0,2.7007931827800573
Alabama,2015,4537952.0,73190.0,62002.35004782074,486.0,73190.0,6.640251400464544,5105.0,76725.0,6.6536331052460085,4195.0,202372.0,2.0729152254264425
Alaska,2015,208043.9,14970.0,13897.388109552438,42.0,14970.0,2.80561122244489,1265.0,16015.0,7.8988448329690915,333.0,51491.0,0.6467149598959041
Arizona,2015,1643746.2,133650.0,12298.886644219976,2497.0,133650.0,18.68312757201646,21685.0,125460.0,17.284393432169615,7011.0,299393.0,2.341738116789638
Arkansas,2015,105595.5,33350.0,3166.2818590704646,227.0,33350.0,6.806596701649175,4820.0,34755.0,13.86850812832686,624.0,117787.0,0.529769838776775
California,2015,15280643.1,,,40087.0,,,401495.0,982780.0,40.852988461303646,125056.0,2473556.0,5.055717355903808
Colorado,2015,3506387.5,167400.0,20946.161887694147,2996.0,167400.0,17.897252090800478,20005.0,170785.0,11.713557982258395,6697.0,320721.0,2.088107732265738
Connecticut,2015,2292751.1,79490.0,28843.26456158008,2175.0,79490.0,27.361932318530634,23055.0,89210.0,25.843515300975227,9918.0,259488.0,3.822142064372919
Delaware,2015,108102.9,22750.0,4751.775824175824,386.0,22750.0,16.967032967032967,6775.0,22965.0,29.501415197038973,2887.0,71914.0,4.0145173401562975
District of Columbia,2015,4221722.8,69880.0,60413.89238694905,130.0,69880.0,1.8603319977103605,7835.0,36135.0,21.682579216825797,3567.0,124605.0,2.8626459612375106
Florida,2015,2932695.7,271840.0,10788.315553266628,3973.0,271840.0,14.615214832254267,73065.0,295980.0,24.68578958037705,9456.0,908520.0,1.0408136309602432
Georgia,2015,1182449.5,,,2448.0,,,43875.0,204765.0,21.42700168485825,6877.0,521008.0,1.3199413444707182
Hawaii,2015,305382.0,21060.0,14500.5698005698,119.0,21060.0,5.650522317188984,3400.0,23900.0,14.225941422594143,609.0,81230.0,0.749723008740613
Idaho,2015,532626.9,28320.0,18807.447033898305,876.0,28320.0,30.93220338983051,2560.0,27615.0,9.270324099221437,2226.0,65900.0,3.377845220030349
Illinois,2015,2482732.9,245330.0,10119.972689846329,5027.0,245330.0,20.49076753760241,70400.0,275780.0,25.52759445935165,16502.0,799931.0,2.062927927533749
Indiana,2015,678315.2,104290.0,6504.125035957426,2062.0,104290.0,19.771790200402723,13640.0,110360.0,12.359550561797752,7663.0,331946.0,2.308508010339031
Iowa,2015,566974.5,52790.0,10740.187535518093,1002.0,52790.0,18.98086758855844,7120.0,55660.0,12.791951131872082,3407.0,180299.0,1.889638877642139
Kansas,2015,193687.4,53660.0,3609.530376444279,924.0,53660.0,17.21953037644428,7510.0,60265.0,12.46162781050361,2716.0,154958.0,1.7527329986189804
Kentucky,2015,296707.4,56190.0,5280.430681615947,671.0,56190.0,11.94162662395444,5010.0,56220.0,8.911419423692637,1853.0,193413.0,0.958053491750813
Louisiana,2015,253682.8,48440.0,5237.052023121387,394.0,48440.0,8.133773740710156,7420.0,61230.0,12.1182426914911,1124.0,235114.0,0.4780659594919911
Maine,2015,138030.1,19960.0,6915.335671342686,191.0,19960.0,9.569138276553106,605.0,20845.0,2.9023746701846966,508.0,58131.0,0.8738882868005023
Maryland,2015,16750634.6,193810.0,86428.12341984417,1836.0,193810.0,9.473195397554306,55860.0,232895.0,23.985057644002666,20385.0,369728.0,5.513512636316427
Massachusetts,2015,6055000.6,231640.0,26139.70212398549,6762.0,231640.0,29.191849421516142,65845.0,238070.0,27.657831730163394,28665.0,498851.0,5.74620477858118
Michigan,2015,1798999.0,228140.0,7885.504514771632,5500.0,228140.0,24.108003857280615,40585.0,222340.0,18.253575604929388,19891.0,474983.0,4.187728823978963
Minnesota,2015,817426.3,143620.0,5691.591004038435,4350.0,143620.0,30.288260687926478,23195.0,147590.0,15.715834406125076,8053.0,335530.0,2.400083450064078
Mississippi,2015,489008.1,25440.0,19222.01650943396,134.0,25440.0,5.267295597484276,1485.0,26505.0,5.602716468590832,943.0,105915.0,0.8903365906623236
Missouri,2015,1296254.1,110220.0,11760.606967882415,1097.0,110220.0,9.952821629468335,11715.0,112195.0,10.441641784393244,7426.0,296929.0,2.500934566849314
Montana,2015,152192.4,16320.0,9325.514705882351,139.0,16320.0,8.517156862745097,380.0,15325.0,2.4796084828711256,459.0,46604.0,0.9848940005149772
Nebraska,2015,216436.5,37950.0,5703.201581027668,317.0,37950.0,8.353096179183137,4055.0,34700.0,11.685878962536025,1087.0,116515.0,0.932927090932498
Nevada,2015,394231.4,28200.0,13979.836879432623,737.0,28200.0,26.134751773049647,7745.0,35465.0,21.838432257154945,566.0,145116.0,0.3900328013451308
New Hampshire,2015,342053.1,29290.0,11678.152953226356,849.0,29290.0,28.98600204848071,6265.0,41890.0,14.955836715206496,2333.0,76478.0,3.050550485106828
New Jersey,2015,1631865.5,193440.0,8436.029259718776,4509.0,193440.0,23.30955334987593,98635.0,228000.0,43.26096491228071,15865.0,563234.0,2.816768874038144
New Mexico,2015,3542923.1,37510.0,94452.76193015196,447.0,37510.0,11.9168221807518,3330.0,36600.0,9.098360655737704,6078.0,90274.0,6.732835589427742
New York,2015,4566942.6,368920.0,12379.222053561749,8386.0,368920.0,22.73121543966172,99695.0,348530.0,28.6044242963303,22401.0,1487628.0,1.505820003387944
North Carolina,2015,1892032.9,187210.0,10106.473478980824,3398.0,187210.0,18.150739810907535,34435.0,198470.0,17.350229253791504,11823.0,508929.0,2.3231138331672985
North Dakota,2015,81999.7,12960.0,6327.1373456790125,118.0,12960.0,9.104938271604938,995.0,12945.0,7.6863653920432595,460.0,55997.0,0.8214725788881547
Ohio,2015,2638535.8,233570.0,11296.552639465684,3579.0,233570.0,15.323029498651367,29095.0,227405.0,12.794353686154658,12233.0,611020.0,2.0020621256260025
Oklahoma,2015,450232.3,55170.0,8160.817473264455,552.0,55170.0,10.005437737901032,4645.0,49800.0,9.32730923694779,1311.0,186816.0,0.7017600205549845
Oregon,2015,557535.9,86350.0,6456.698320787493,2358.0,86350.0,27.307469600463232,18400.0,97695.0,18.83412661855776,7208.0,200660.0,3.5921459184690523
Pennsylvania,2015,3710488.4,255170.0,14541.240741466472,3846.0,255170.0,15.072304738017792,41185.0,259725.0,15.857156607950715,14839.0,714203.0,2.0777005977292173
Rhode Island,2015,519380.1,21550.0,24101.16473317865,309.0,21550.0,14.33874709976798,3460.0,20945.0,16.519455717354976,1427.0,56391.0,2.530545654448405
South Carolina,2015,446599.3,68380.0,6531.139221994735,926.0,68380.0,13.541971336648142,8480.0,72420.0,11.709472521402928,2257.0,205817.0,1.0966052366908468
South Dakota,2015,72780.6,13870.0,5247.339581831291,108.0,13870.0,7.786589762076423,565.0,12220.0,4.623567921440261,271.0,48070.0,0.5637611816101519
Tennessee,2015,2312539.6,88820.0,26036.24859265931,1011.0,88820.0,11.382571492907005,10975.0,98815.0,11.106613368415728,4369.0,325294.0,1.3430927099792802
Texas,2015,5574479.8,563410.0,9894.179727019398,9851.0,563410.0,17.484602687208252,153540.0,566615.0,27.097764796202007,23668.0,1573498.0,1.5041646065009298
Utah,2015,1143613.2,64670.0,17683.828668625327,1407.0,64670.0,21.75661048399567,5335.0,70110.0,7.60947083155042,4174.0,149153.0,2.79846868651653
Vermont,2015,81624.7,13710.0,5953.661560904449,446.0,13710.0,32.5309992706054,805.0,14885.0,5.408128988915015,374.0,30933.0,1.20906475285294
Virginia,2015,7487098.7,270990.0,27628.68998856046,2121.0,270990.0,7.826857079597033,64050.0,296610.0,21.594012339435626,10107.0,483787.0,2.0891425358680578
Washington,2015,2361715.3,219130.0,10777.69041208415,6373.0,219130.0,29.0831926253822,62245.0,229380.0,27.136193216496647,20038.0,466690.0,4.293642460734106
West Virginia,2015,239450.7,20490.0,11686.222547584188,132.0,20490.0,6.44216691068814,1900.0,21610.0,8.79222582137899,546.0,71319.0,0.7655743911159719
Wisconsin,2015,700689.0,117720.0,5952.16615698267,2059.0,117720.0,17.490655793408088,10860.0,122320.0,8.878351863963376,6132.0,307508.0,1.9940944625830872
Wyoming,2015,53488.0,8980.0,5956.347438752784,103.0,8980.0,11.469933184855233,210.0,7855.0,2.673456397199236,253.0,38427.0,0.6583912353293258
Puerto Rico,2015,65870.4,22930.0,2872.6733536851284,33.0,22930.0,1.439162668992586,905.0,22285.0,4.061027597038367,137.0,103376.0,0.1325259247794459
United States,2016,113002033.8,6746600.0,16749.478818960662,143202.0,6746600.0,21.22580262650817,1688665.0,7238070.0,23.330321480726216,521700.0,18799443.0,2.7750822191912814
Alabama,2016,4354283.3,72480.0,60075.65259381898,510.0,72480.0,7.036423841059603,5765.0,83780.0,6.881117211745047,5052.0,207368.0,2.436248601520003
